simulacion_id,num_puertas,premio,eleccion_inicial,puerta_abierta,nueva_eleccion,estrategia,resultado
15408,3,1,0,2,1,Cambiar,1
15409,3,2,2,0,1,Cambiar,0
15410,3,1,0,2,1,Cambiar,1
15411,3,0,1,2,0,Cambiar,1
15412,3,2,2,1,0,Cambiar,0
15413,3,1,2,0,1,Cambiar,1
15414,3,2,1,0,2,Cambiar,1
15415,3,0,1,2,0,Cambiar,1
15416,3,1,1,0,2,Cambiar,0
15417,3,0,1,2,0,Cambiar,1
15418,3,2,0,1,2,Cambiar,1
15419,3,0,2,1,0,Cambiar,1
15420,3,0,1,2,0,Cambiar,1
15421,3,2,0,1,2,Cambiar,1
15422,3,2,0,1,2,Cambiar,1
15423,3,1,2,0,1,Cambiar,1
15424,3,0,0,1,2,Cambiar,0
15425,3,2,0,1,2,Cambiar,1
15426,3,0,2,1,0,Cambiar,1
15427,3,0,2,1,0,Cambiar,1
15428,3,1,2,0,1,Cambiar,1
15429,3,0,0,1,2,Cambiar,0
15430,3,0,2,1,0,Cambiar,1
15431,3,2,0,1,2,Cambiar,1
15432,3,2,1,0,2,Cambiar,1
15433,3,2,1,0,2,Cambiar,1
15434,3,0,1,2,0,Cambiar,1
15435,3,1,2,0,1,Cambiar,1
15436,3,0,2,1,0,Cambiar,1
15437,3,1,2,0,1,Cambiar,1
15438,3,1,2,0,1,Cambiar,1
15439,3,1,2,0,1,Cambiar,1
15440,3,1,1,2,0,Cambiar,0
15441,3,1,2,0,1,Cambiar,1
15442,3,1,0,2,1,Cambiar,1
15443,3,1,2,0,1,Cambiar,1
15444,3,2,2,0,1,Cambiar,0
15445,3,1,0,2,1,Cambiar,1
15446,3,2,1,0,2,Cambiar,1
15447,3,1,1,0,2,Cambiar,0
15448,3,0,0,2,1,Cambiar,0
15449,3,2,0,1,2,Cambiar,1
15450,3,2,1,0,2,Cambiar,1
15451,3,1,2,0,1,Cambiar,1
15452,3,1,2,0,1,Cambiar,1
15453,3,1,1,2,0,Cambiar,0
15454,3,1,2,0,1,Cambiar,1
15455,3,1,0,2,1,Cambiar,1
15456,3,0,2,1,0,Cambiar,1
15457,3,2,1,0,2,Cambiar,1
15458,3,2,2,1,0,Cambiar,0
15459,3,2,1,0,2,Cambiar,1
15460,3,1,0,2,1,Cambiar,1
15461,3,2,0,1,2,Cambiar,1
15462,3,1,0,2,1,Cambiar,1
15463,3,1,2,0,1,Cambiar,1
15464,3,0,0,2,1,Cambiar,0
15465,3,2,2,1,0,Cambiar,0
15466,3,2,2,0,1,Cambiar,0
15467,3,1,2,0,1,Cambiar,1
15468,3,1,1,0,2,Cambiar,0
15469,3,0,0,2,1,Cambiar,0
15470,3,0,0,1,2,Cambiar,0
15471,3,0,2,1,0,Cambiar,1
15472,3,0,2,1,0,Cambiar,1
15473,3,1,0,2,1,Cambiar,1
15474,3,1,2,0,1,Cambiar,1
15475,3,2,0,1,2,Cambiar,1
15476,3,0,2,1,0,Cambiar,1
15477,3,0,1,2,0,Cambiar,1
15478,3,0,0,2,1,Cambiar,0
15479,3,1,2,0,1,Cambiar,1
15480,3,2,1,0,2,Cambiar,1
15481,3,0,2,1,0,Cambiar,1
15482,3,0,1,2,0,Cambiar,1
15483,3,0,2,1,0,Cambiar,1
15484,3,2,0,1,2,Cambiar,1
15485,3,1,0,2,1,Cambiar,1
15486,3,2,1,0,2,Cambiar,1
15487,3,2,0,1,2,Cambiar,1
15488,3,1,2,0,1,Cambiar,1
15489,3,1,1,2,0,Cambiar,0
15490,3,0,1,2,0,Cambiar,1
15491,3,0,1,2,0,Cambiar,1
15492,3,2,2,0,1,Cambiar,0
15493,3,0,0,1,2,Cambiar,0
15494,3,0,2,1,0,Cambiar,1
15495,3,2,1,0,2,Cambiar,1
15496,3,0,0,2,1,Cambiar,0
15497,3,1,2,0,1,Cambiar,1
15498,3,0,0,1,2,Cambiar,0
15499,3,1,2,0,1,Cambiar,1
15500,3,1,1,2,0,Cambiar,0
15501,3,2,0,1,2,Cambiar,1
15502,3,0,1,2,0,Cambiar,1
15503,3,0,0,2,1,Cambiar,0
15504,3,1,2,0,1,Cambiar,1
15505,3,1,2,0,1,Cambiar,1
15506,3,0,2,1,0,Cambiar,1
15507,3,2,0,1,2,Cambiar,1
15508,3,2,1,0,2,Cambiar,1
15509,3,1,1,0,2,Cambiar,0
15510,3,2,2,0,1,Cambiar,0
15511,3,0,2,1,0,Cambiar,1
15512,3,1,2,0,1,Cambiar,1
15513,3,1,0,2,1,Cambiar,1
15514,3,2,0,1,2,Cambiar,1
15515,3,2,1,0,2,Cambiar,1
15516,3,2,0,1,2,Cambiar,1
15517,3,1,2,0,1,Cambiar,1
15518,3,1,0,2,1,Cambiar,1
15519,3,1,1,2,0,Cambiar,0
15520,3,0,2,1,0,Cambiar,1
15521,3,0,1,2,0,Cambiar,1
15522,3,2,1,0,2,Cambiar,1
15523,3,1,0,2,1,Cambiar,1
15524,3,0,0,2,1,Cambiar,0
15525,3,1,2,0,1,Cambiar,1
15526,3,1,2,0,1,Cambiar,1
15527,3,2,0,1,2,Cambiar,1
15528,3,1,0,2,1,Cambiar,1
15529,3,0,0,2,1,Cambiar,0
15530,3,0,0,1,2,Cambiar,0
15531,3,1,2,0,1,Cambiar,1
15532,3,1,0,2,1,Cambiar,1
15533,3,0,1,2,0,Cambiar,1
15534,3,0,2,1,0,Cambiar,1
15535,3,1,2,0,1,Cambiar,1
15536,3,1,1,2,0,Cambiar,0
15537,3,0,1,2,0,Cambiar,1
15538,3,1,0,2,1,Cambiar,1
15539,3,0,1,2,0,Cambiar,1
15540,3,0,1,2,0,Cambiar,1
15541,3,1,1,0,2,Cambiar,0
15542,3,1,0,2,1,Cambiar,1
15543,3,0,0,1,2,Cambiar,0
15544,3,2,0,1,2,Cambiar,1
15545,3,2,1,0,2,Cambiar,1
15546,3,1,2,0,1,Cambiar,1
15547,3,1,1,2,0,Cambiar,0
15548,3,1,2,0,1,Cambiar,1
15549,3,1,1,0,2,Cambiar,0
15550,3,0,1,2,0,Cambiar,1
15551,3,0,0,2,1,Cambiar,0
15552,3,0,2,1,0,Cambiar,1
15553,3,2,0,1,2,Cambiar,1
15554,3,0,1,2,0,Cambiar,1
15555,3,2,1,0,2,Cambiar,1
15556,3,0,2,1,0,Cambiar,1
15557,3,0,2,1,0,Cambiar,1
15558,3,2,0,1,2,Cambiar,1
15559,3,0,1,2,0,Cambiar,1
15560,3,2,1,0,2,Cambiar,1
15561,3,2,1,0,2,Cambiar,1
15562,3,2,1,0,2,Cambiar,1
15563,3,1,0,2,1,Cambiar,1
15564,3,0,0,2,1,Cambiar,0
15565,3,1,2,0,1,Cambiar,1
15566,3,1,2,0,1,Cambiar,1
15567,3,1,0,2,1,Cambiar,1
15568,3,0,2,1,0,Cambiar,1
15569,3,1,2,0,1,Cambiar,1
15570,3,2,0,1,2,Cambiar,1
15571,3,0,0,2,1,Cambiar,0
15572,3,2,0,1,2,Cambiar,1
15573,3,0,2,1,0,Cambiar,1
15574,3,1,0,2,1,Cambiar,1
15575,3,1,0,2,1,Cambiar,1
15576,3,2,2,0,1,Cambiar,0
15577,3,2,0,1,2,Cambiar,1
15578,3,1,1,2,0,Cambiar,0
15579,3,2,2,0,1,Cambiar,0
15580,3,1,2,0,1,Cambiar,1
15581,3,0,2,1,0,Cambiar,1
15582,3,0,2,1,0,Cambiar,1
15583,3,0,2,1,0,Cambiar,1
15584,3,0,1,2,0,Cambiar,1
15585,3,1,0,2,1,Cambiar,1
15586,3,1,2,0,1,Cambiar,1
15587,3,0,1,2,0,Cambiar,1
15588,3,0,1,2,0,Cambiar,1
15589,3,0,0,1,2,Cambiar,0
15590,3,0,1,2,0,Cambiar,1
15591,3,0,0,1,2,Cambiar,0
15592,3,1,2,0,1,Cambiar,1
15593,3,2,2,0,1,Cambiar,0
15594,3,0,2,1,0,Cambiar,1
15595,3,2,0,1,2,Cambiar,1
15596,3,2,0,1,2,Cambiar,1
15597,3,0,1,2,0,Cambiar,1
15598,3,1,0,2,1,Cambiar,1
15599,3,2,0,1,2,Cambiar,1
15600,3,2,0,1,2,Cambiar,1
15601,3,2,1,0,2,Cambiar,1
15602,3,2,1,0,2,Cambiar,1
15603,3,0,0,2,1,Cambiar,0
15604,3,2,1,0,2,Cambiar,1
15605,3,0,1,2,0,Cambiar,1
15606,3,2,1,0,2,Cambiar,1
15607,3,1,1,0,2,Cambiar,0
15608,3,1,2,0,1,Cambiar,1
15609,3,1,1,0,2,Cambiar,0
15610,3,1,1,0,2,Cambiar,0
15611,3,0,1,2,0,Cambiar,1
15612,3,0,0,2,1,Cambiar,0
15613,3,0,0,1,2,Cambiar,0
15614,3,1,0,2,1,Cambiar,1
15615,3,1,1,2,0,Cambiar,0
15616,3,0,2,1,0,Cambiar,1
15617,3,1,2,0,1,Cambiar,1
15618,3,0,2,1,0,Cambiar,1
15619,3,2,1,0,2,Cambiar,1
15620,3,0,2,1,0,Cambiar,1
15621,3,0,2,1,0,Cambiar,1
15622,3,0,1,2,0,Cambiar,1
15623,3,2,2,0,1,Cambiar,0
15624,3,0,1,2,0,Cambiar,1
15625,3,0,2,1,0,Cambiar,1
15626,3,1,2,0,1,Cambiar,1
15627,3,0,1,2,0,Cambiar,1
15628,3,1,0,2,1,Cambiar,1
15629,3,0,1,2,0,Cambiar,1
15630,3,1,2,0,1,Cambiar,1
15631,3,2,1,0,2,Cambiar,1
15632,3,0,2,1,0,Cambiar,1
15633,3,0,0,1,2,Cambiar,0
15634,3,1,0,2,1,Cambiar,1
15635,3,1,1,0,2,Cambiar,0
15636,3,2,2,0,1,Cambiar,0
15637,3,0,0,1,2,Cambiar,0
15638,3,1,2,0,1,Cambiar,1
15639,3,2,2,1,0,Cambiar,0
15640,3,0,2,1,0,Cambiar,1
15641,3,2,2,1,0,Cambiar,0
15642,3,2,2,1,0,Cambiar,0
15643,3,2,2,1,0,Cambiar,0
15644,3,1,1,2,0,Cambiar,0
15645,3,1,2,0,1,Cambiar,1
15646,3,1,2,0,1,Cambiar,1
15647,3,2,2,1,0,Cambiar,0
15648,3,0,2,1,0,Cambiar,1
15649,3,0,1,2,0,Cambiar,1
15650,3,2,1,0,2,Cambiar,1
15651,3,0,1,2,0,Cambiar,1
15652,3,1,0,2,1,Cambiar,1
15653,3,1,1,0,2,Cambiar,0
15654,3,0,2,1,0,Cambiar,1
15655,3,0,0,1,2,Cambiar,0
15656,3,1,0,2,1,Cambiar,1
15657,3,2,2,0,1,Cambiar,0
15658,3,0,1,2,0,Cambiar,1
15659,3,2,2,0,1,Cambiar,0
15660,3,0,0,1,2,Cambiar,0
15661,3,1,2,0,1,Cambiar,1
15662,3,0,0,1,2,Cambiar,0
15663,3,1,0,2,1,Cambiar,1
15664,3,1,1,2,0,Cambiar,0
15665,3,0,0,2,1,Cambiar,0
15666,3,1,2,0,1,Cambiar,1
15667,3,1,2,0,1,Cambiar,1
15668,3,2,2,0,1,Cambiar,0
15669,3,1,1,2,0,Cambiar,0
15670,3,2,0,1,2,Cambiar,1
15671,3,2,0,1,2,Cambiar,1
15672,3,1,2,0,1,Cambiar,1
15673,3,2,0,1,2,Cambiar,1
15674,3,2,1,0,2,Cambiar,1
15675,3,1,1,0,2,Cambiar,0
15676,3,0,2,1,0,Cambiar,1
15677,3,2,1,0,2,Cambiar,1
15678,3,1,1,0,2,Cambiar,0
15679,3,1,0,2,1,Cambiar,1
15680,3,2,2,0,1,Cambiar,0
15681,3,1,0,2,1,Cambiar,1
15682,3,0,2,1,0,Cambiar,1
15683,3,2,2,1,0,Cambiar,0
15684,3,1,1,2,0,Cambiar,0
15685,3,1,1,2,0,Cambiar,0
15686,3,1,2,0,1,Cambiar,1
15687,3,0,2,1,0,Cambiar,1
15688,3,1,0,2,1,Cambiar,1
15689,3,2,1,0,2,Cambiar,1
15690,3,2,0,1,2,Cambiar,1
15691,3,2,1,0,2,Cambiar,1
15692,3,0,2,1,0,Cambiar,1
15693,3,0,1,2,0,Cambiar,1
15694,3,0,1,2,0,Cambiar,1
15695,3,0,0,1,2,Cambiar,0
15696,3,1,0,2,1,Cambiar,1
15697,3,0,2,1,0,Cambiar,1
15698,3,1,1,2,0,Cambiar,0
15699,3,0,0,1,2,Cambiar,0
15700,3,1,0,2,1,Cambiar,1
15701,3,0,2,1,0,Cambiar,1
15702,3,1,2,0,1,Cambiar,1
15703,3,2,0,1,2,Cambiar,1
15704,3,2,0,1,2,Cambiar,1
15705,3,0,1,2,0,Cambiar,1
15706,3,1,1,0,2,Cambiar,0
15707,3,0,2,1,0,Cambiar,1
15708,3,0,0,1,2,Cambiar,0
15709,3,1,1,0,2,Cambiar,0
15710,3,1,0,2,1,Cambiar,1
15711,3,1,0,2,1,Cambiar,1
15712,3,2,0,1,2,Cambiar,1
15713,3,2,0,1,2,Cambiar,1
15714,3,0,1,2,0,Cambiar,1
15715,3,1,0,2,1,Cambiar,1
15716,3,0,2,1,0,Cambiar,1
15717,3,0,1,2,0,Cambiar,1
15718,3,2,1,0,2,Cambiar,1
15719,3,1,1,0,2,Cambiar,0
15720,3,1,2,0,1,Cambiar,1
15721,3,1,0,2,1,Cambiar,1
15722,3,1,1,0,2,Cambiar,0
15723,3,2,1,0,2,Cambiar,1
15724,3,0,0,2,1,Cambiar,0
15725,3,2,0,1,2,Cambiar,1
15726,3,0,0,1,2,Cambiar,0
15727,3,0,2,1,0,Cambiar,1
15728,3,2,2,0,1,Cambiar,0
15729,3,1,1,2,0,Cambiar,0
15730,3,2,1,0,2,Cambiar,1
15731,3,0,2,1,0,Cambiar,1
15732,3,2,0,1,2,Cambiar,1
15733,3,1,2,0,1,Cambiar,1
15734,3,1,2,0,1,Cambiar,1
15735,3,1,0,2,1,Cambiar,1
15736,3,2,0,1,2,Cambiar,1
15737,3,0,0,1,2,Cambiar,0
15738,3,1,0,2,1,Cambiar,1
15739,3,0,0,1,2,Cambiar,0
15740,3,2,0,1,2,Cambiar,1
15741,3,1,1,2,0,Cambiar,0
15742,3,0,1,2,0,Cambiar,1
15743,3,0,0,1,2,Cambiar,0
15744,3,0,0,2,1,Cambiar,0
15745,3,2,2,0,1,Cambiar,0
15746,3,2,2,0,1,Cambiar,0
15747,3,1,2,0,1,Cambiar,1
15748,3,2,1,0,2,Cambiar,1
15749,3,2,2,1,0,Cambiar,0
15750,3,1,2,0,1,Cambiar,1
15751,3,0,0,1,2,Cambiar,0
15752,3,1,1,2,0,Cambiar,0
15753,3,0,0,2,1,Cambiar,0
15754,3,2,0,1,2,Cambiar,1
15755,3,0,0,1,2,Cambiar,0
15756,3,0,1,2,0,Cambiar,1
15757,3,0,1,2,0,Cambiar,1
15758,3,0,1,2,0,Cambiar,1
15759,3,2,2,1,0,Cambiar,0
15760,3,1,2,0,1,Cambiar,1
15761,3,1,0,2,1,Cambiar,1
15762,3,1,1,0,2,Cambiar,0
15763,3,0,1,2,0,Cambiar,1
15764,3,1,2,0,1,Cambiar,1
15765,3,1,0,2,1,Cambiar,1
15766,3,0,0,2,1,Cambiar,0
15767,3,2,2,0,1,Cambiar,0
15768,3,2,0,1,2,Cambiar,1
15769,3,0,1,2,0,Cambiar,1
15770,3,1,1,2,0,Cambiar,0
15771,3,2,0,1,2,Cambiar,1
15772,3,2,2,1,0,Cambiar,0
15773,3,0,2,1,0,Cambiar,1
15774,3,0,0,2,1,Cambiar,0
15775,3,1,1,0,2,Cambiar,0
15776,3,1,1,0,2,Cambiar,0
15777,3,2,0,1,2,Cambiar,1
15778,3,2,0,1,2,Cambiar,1
15779,3,2,2,1,0,Cambiar,0
15780,3,2,0,1,2,Cambiar,1
15781,3,0,2,1,0,Cambiar,1
15782,3,1,0,2,1,Cambiar,1
15783,3,2,1,0,2,Cambiar,1
15784,3,2,2,0,1,Cambiar,0
15785,3,2,2,0,1,Cambiar,0
15786,3,2,0,1,2,Cambiar,1
15787,3,1,0,2,1,Cambiar,1
15788,3,2,0,1,2,Cambiar,1
15789,3,2,2,0,1,Cambiar,0
15790,3,2,2,0,1,Cambiar,0
15791,3,0,1,2,0,Cambiar,1
15792,3,0,2,1,0,Cambiar,1
15793,3,1,0,2,1,Cambiar,1
15794,3,2,2,1,0,Cambiar,0
15795,3,0,1,2,0,Cambiar,1
15796,3,0,1,2,0,Cambiar,1
15797,3,1,2,0,1,Cambiar,1
15798,3,1,2,0,1,Cambiar,1
15799,3,2,2,0,1,Cambiar,0
15800,3,0,0,1,2,Cambiar,0
15801,3,0,2,1,0,Cambiar,1
15802,3,2,0,1,2,Cambiar,1
15803,3,1,2,0,1,Cambiar,1
15804,3,2,0,1,2,Cambiar,1
15805,3,0,1,2,0,Cambiar,1
15806,3,2,1,0,2,Cambiar,1
15807,3,0,0,1,2,Cambiar,0
15808,3,1,2,0,1,Cambiar,1
15809,3,2,0,1,2,Cambiar,1
15810,3,0,1,2,0,Cambiar,1
15811,3,2,1,0,2,Cambiar,1
15812,3,1,0,2,1,Cambiar,1
15813,3,1,1,2,0,Cambiar,0
15814,3,0,0,2,1,Cambiar,0
15815,3,0,2,1,0,Cambiar,1
15816,3,2,0,1,2,Cambiar,1
15817,3,2,1,0,2,Cambiar,1
15818,3,2,0,1,2,Cambiar,1
15819,3,0,2,1,0,Cambiar,1
15820,3,1,0,2,1,Cambiar,1
15821,3,0,2,1,0,Cambiar,1
15822,3,1,2,0,1,Cambiar,1
15823,3,2,2,1,0,Cambiar,0
15824,3,2,1,0,2,Cambiar,1
15825,3,2,0,1,2,Cambiar,1
15826,3,0,0,1,2,Cambiar,0
15827,3,1,2,0,1,Cambiar,1
15828,3,2,1,0,2,Cambiar,1
15829,3,2,0,1,2,Cambiar,1
15830,3,0,2,1,0,Cambiar,1
15831,3,0,2,1,0,Cambiar,1
15832,3,0,2,1,0,Cambiar,1
15833,3,0,0,1,2,Cambiar,0
15834,3,2,1,0,2,Cambiar,1
15835,3,1,1,2,0,Cambiar,0
15836,3,2,2,0,1,Cambiar,0
15837,3,0,0,1,2,Cambiar,0
15838,3,0,1,2,0,Cambiar,1
15839,3,2,1,0,2,Cambiar,1
15840,3,1,1,2,0,Cambiar,0
15841,3,1,0,2,1,Cambiar,1
15842,3,0,1,2,0,Cambiar,1
15843,3,2,2,1,0,Cambiar,0
15844,3,1,2,0,1,Cambiar,1
15845,3,0,1,2,0,Cambiar,1
15846,3,2,2,0,1,Cambiar,0
15847,3,2,2,0,1,Cambiar,0
15848,3,2,1,0,2,Cambiar,1
15849,3,1,2,0,1,Cambiar,1
15850,3,1,1,2,0,Cambiar,0
15851,3,2,0,1,2,Cambiar,1
15852,3,2,2,0,1,Cambiar,0
15853,3,0,2,1,0,Cambiar,1
15854,3,2,2,1,0,Cambiar,0
15855,3,2,2,0,1,Cambiar,0
15856,3,1,0,2,1,Cambiar,1
15857,3,1,0,2,1,Cambiar,1
15858,3,1,1,0,2,Cambiar,0
15859,3,2,1,0,2,Cambiar,1
15860,3,0,2,1,0,Cambiar,1
15861,3,1,1,2,0,Cambiar,0
15862,3,0,0,1,2,Cambiar,0
15863,3,2,2,1,0,Cambiar,0
15864,3,1,2,0,1,Cambiar,1
15865,3,1,2,0,1,Cambiar,1
15866,3,1,0,2,1,Cambiar,1
15867,3,2,2,1,0,Cambiar,0
15868,3,1,0,2,1,Cambiar,1
15869,3,0,0,2,1,Cambiar,0
15870,3,1,2,0,1,Cambiar,1
15871,3,1,2,0,1,Cambiar,1
15872,3,0,0,2,1,Cambiar,0
15873,3,2,1,0,2,Cambiar,1
15874,3,2,2,1,0,Cambiar,0
15875,3,0,1,2,0,Cambiar,1
15876,3,0,1,2,0,Cambiar,1
15877,3,1,1,2,0,Cambiar,0
15878,3,2,1,0,2,Cambiar,1
15879,3,1,0,2,1,Cambiar,1
15880,3,1,1,2,0,Cambiar,0
15881,3,2,2,0,1,Cambiar,0
15882,3,0,0,2,1,Cambiar,0
15883,3,0,0,1,2,Cambiar,0
15884,3,0,0,2,1,Cambiar,0
15885,3,1,1,0,2,Cambiar,0
15886,3,1,2,0,1,Cambiar,1
15887,3,2,0,1,2,Cambiar,1
15888,3,0,2,1,0,Cambiar,1
15889,3,0,1,2,0,Cambiar,1
15890,3,0,1,2,0,Cambiar,1
15891,3,0,1,2,0,Cambiar,1
15892,3,1,2,0,1,Cambiar,1
15893,3,0,0,2,1,Cambiar,0
15894,3,1,1,0,2,Cambiar,0
15895,3,2,0,1,2,Cambiar,1
15896,3,2,0,1,2,Cambiar,1
15897,3,0,1,2,0,Cambiar,1
15898,3,2,2,1,0,Cambiar,0
15899,3,0,0,1,2,Cambiar,0
15900,3,0,0,1,2,Cambiar,0
15901,3,1,1,2,0,Cambiar,0
15902,3,1,2,0,1,Cambiar,1
15903,3,2,2,0,1,Cambiar,0
15904,3,2,2,0,1,Cambiar,0
15905,3,0,0,2,1,Cambiar,0
15906,3,1,0,2,1,Cambiar,1
15907,3,2,1,0,2,Cambiar,1
15908,3,2,1,0,2,Cambiar,1
15909,3,2,0,1,2,Cambiar,1
15910,3,1,2,0,1,Cambiar,1
15911,3,1,2,0,1,Cambiar,1
15912,3,0,1,2,0,Cambiar,1
15913,3,2,2,1,0,Cambiar,0
15914,3,0,1,2,0,Cambiar,1
15915,3,0,0,2,1,Cambiar,0
15916,3,1,0,2,1,Cambiar,1
15917,3,1,2,0,1,Cambiar,1
15918,3,2,0,1,2,Cambiar,1
15919,3,1,0,2,1,Cambiar,1
15920,3,2,1,0,2,Cambiar,1
15921,3,2,0,1,2,Cambiar,1
15922,3,1,1,0,2,Cambiar,0
15923,3,2,0,1,2,Cambiar,1
15924,3,2,2,1,0,Cambiar,0
15925,3,2,2,0,1,Cambiar,0
15926,3,2,0,1,2,Cambiar,1
15927,3,1,2,0,1,Cambiar,1
15928,3,2,1,0,2,Cambiar,1
15929,3,1,1,2,0,Cambiar,0
15930,3,1,1,2,0,Cambiar,0
15931,3,2,2,1,0,Cambiar,0
15932,3,1,1,0,2,Cambiar,0
15933,3,0,2,1,0,Cambiar,1
15934,3,0,2,1,0,Cambiar,1
15935,3,1,1,0,2,Cambiar,0
15936,3,2,0,1,2,Cambiar,1
15937,3,1,2,0,1,Cambiar,1
15938,3,1,1,2,0,Cambiar,0
15939,3,1,0,2,1,Cambiar,1
15940,3,0,1,2,0,Cambiar,1
15941,3,2,0,1,2,Cambiar,1
15942,3,2,0,1,2,Cambiar,1
15943,3,1,1,2,0,Cambiar,0
15944,3,0,1,2,0,Cambiar,1
15945,3,1,0,2,1,Cambiar,1
15946,3,1,1,2,0,Cambiar,0
15947,3,1,1,0,2,Cambiar,0
15948,3,0,2,1,0,Cambiar,1
15949,3,2,1,0,2,Cambiar,1
15950,3,1,1,0,2,Cambiar,0
15951,3,2,0,1,2,Cambiar,1
15952,3,0,2,1,0,Cambiar,1
15953,3,2,0,1,2,Cambiar,1
15954,3,1,1,0,2,Cambiar,0
15955,3,0,2,1,0,Cambiar,1
15956,3,1,2,0,1,Cambiar,1
15957,3,1,2,0,1,Cambiar,1
15958,3,0,2,1,0,Cambiar,1
15959,3,2,0,1,2,Cambiar,1
15960,3,2,0,1,2,Cambiar,1
15961,3,1,0,2,1,Cambiar,1
15962,3,2,1,0,2,Cambiar,1
15963,3,0,1,2,0,Cambiar,1
15964,3,0,0,2,1,Cambiar,0
15965,3,1,1,0,2,Cambiar,0
15966,3,2,2,0,1,Cambiar,0
15967,3,0,2,1,0,Cambiar,1
15968,3,0,2,1,0,Cambiar,1
15969,3,0,0,2,1,Cambiar,0
15970,3,2,2,1,0,Cambiar,0
15971,3,1,2,0,1,Cambiar,1
15972,3,2,2,1,0,Cambiar,0
15973,3,2,1,0,2,Cambiar,1
15974,3,1,2,0,1,Cambiar,1
15975,3,1,2,0,1,Cambiar,1
15976,3,1,2,0,1,Cambiar,1
15977,3,2,2,1,0,Cambiar,0
15978,3,1,0,2,1,Cambiar,1
15979,3,2,0,1,2,Cambiar,1
15980,3,1,1,2,0,Cambiar,0
15981,3,2,0,1,2,Cambiar,1
15982,3,0,2,1,0,Cambiar,1
15983,3,1,0,2,1,Cambiar,1
15984,3,0,2,1,0,Cambiar,1
15985,3,1,2,0,1,Cambiar,1
15986,3,0,0,2,1,Cambiar,0
15987,3,0,0,1,2,Cambiar,0
15988,3,0,2,1,0,Cambiar,1
15989,3,0,2,1,0,Cambiar,1
15990,3,0,1,2,0,Cambiar,1
15991,3,1,0,2,1,Cambiar,1
15992,3,1,1,2,0,Cambiar,0
15993,3,0,1,2,0,Cambiar,1
15994,3,1,1,2,0,Cambiar,0
15995,3,1,1,0,2,Cambiar,0
15996,3,2,0,1,2,Cambiar,1
15997,3,1,1,0,2,Cambiar,0
15998,3,2,2,1,0,Cambiar,0
15999,3,1,0,2,1,Cambiar,1
16000,3,0,1,2,0,Cambiar,1
16001,3,0,0,1,2,Cambiar,0
16002,3,2,1,0,2,Cambiar,1
16003,3,1,0,2,1,Cambiar,1
16004,3,0,1,2,0,Cambiar,1
16005,3,0,2,1,0,Cambiar,1
16006,3,1,1,2,0,Cambiar,0
16007,3,0,1,2,0,Cambiar,1
16008,3,2,2,1,0,Cambiar,0
16009,3,1,2,0,1,Cambiar,1
16010,3,0,0,2,1,Cambiar,0
16011,3,2,1,0,2,Cambiar,1
16012,3,2,2,1,0,Cambiar,0
16013,3,1,1,0,2,Cambiar,0
16014,3,2,0,1,2,Cambiar,1
16015,3,2,1,0,2,Cambiar,1
16016,3,0,0,1,2,Cambiar,0
16017,3,2,2,0,1,Cambiar,0
16018,3,1,2,0,1,Cambiar,1
16019,3,2,0,1,2,Cambiar,1
16020,3,0,1,2,0,Cambiar,1
16021,3,1,2,0,1,Cambiar,1
16022,3,1,1,2,0,Cambiar,0
16023,3,0,2,1,0,Cambiar,1
16024,3,0,2,1,0,Cambiar,1
16025,3,1,1,0,2,Cambiar,0
16026,3,0,1,2,0,Cambiar,1
16027,3,2,1,0,2,Cambiar,1
16028,3,1,1,2,0,Cambiar,0
16029,3,1,1,2,0,Cambiar,0
16030,3,2,0,1,2,Cambiar,1
16031,3,0,1,2,0,Cambiar,1
16032,3,1,0,2,1,Cambiar,1
16033,3,2,0,1,2,Cambiar,1
16034,3,1,1,0,2,Cambiar,0
16035,3,2,1,0,2,Cambiar,1
16036,3,1,1,0,2,Cambiar,0
16037,3,2,2,0,1,Cambiar,0
16038,3,0,2,1,0,Cambiar,1
16039,3,1,2,0,1,Cambiar,1
16040,3,2,0,1,2,Cambiar,1
16041,3,0,1,2,0,Cambiar,1
16042,3,1,1,0,2,Cambiar,0
16043,3,0,0,1,2,Cambiar,0
16044,3,2,1,0,2,Cambiar,1
16045,3,2,0,1,2,Cambiar,1
16046,3,0,2,1,0,Cambiar,1
16047,3,2,0,1,2,Cambiar,1
16048,3,2,0,1,2,Cambiar,1
16049,3,2,1,0,2,Cambiar,1
16050,3,0,1,2,0,Cambiar,1
16051,3,2,1,0,2,Cambiar,1
16052,3,1,2,0,1,Cambiar,1
16053,3,0,0,2,1,Cambiar,0
16054,3,0,2,1,0,Cambiar,1
16055,3,1,2,0,1,Cambiar,1
16056,3,0,0,1,2,Cambiar,0
16057,3,0,2,1,0,Cambiar,1
16058,3,1,0,2,1,Cambiar,1
16059,3,1,2,0,1,Cambiar,1
16060,3,0,1,2,0,Cambiar,1
16061,3,2,2,0,1,Cambiar,0
16062,3,2,2,0,1,Cambiar,0
16063,3,1,0,2,1,Cambiar,1
16064,3,2,2,1,0,Cambiar,0
16065,3,2,0,1,2,Cambiar,1
16066,3,1,2,0,1,Cambiar,1
16067,3,1,0,2,1,Cambiar,1
16068,3,0,1,2,0,Cambiar,1
16069,3,0,1,2,0,Cambiar,1
16070,3,2,1,0,2,Cambiar,1
16071,3,0,0,2,1,Cambiar,0
