simulacion_id,num_puertas,premio,eleccion_inicial,puerta_abierta,nueva_eleccion,estrategia,resultado
46402,3,0,1,2,0,Cambiar,1
46403,3,2,0,1,2,Cambiar,1
46404,3,0,1,2,0,Cambiar,1
46405,3,1,0,2,1,Cambiar,1
46406,3,2,2,1,0,Cambiar,0
46407,3,2,2,0,1,Cambiar,0
46408,3,1,0,2,1,Cambiar,1
46409,3,2,2,1,0,Cambiar,0
46410,3,1,2,0,1,Cambiar,1
46411,3,1,1,2,0,Cambiar,0
46412,3,2,2,0,1,Cambiar,0
46413,3,2,1,0,2,Cambiar,1
46414,3,2,2,1,0,Cambiar,0
46415,3,0,1,2,0,Cambiar,1
46416,3,0,2,1,0,Cambiar,1
46417,3,2,2,0,1,Cambiar,0
46418,3,1,1,0,2,Cambiar,0
46419,3,1,2,0,1,Cambiar,1
46420,3,0,0,1,2,Cambiar,0
46421,3,1,1,2,0,Cambiar,0
46422,3,0,2,1,0,Cambiar,1
46423,3,0,1,2,0,Cambiar,1
46424,3,1,1,0,2,Cambiar,0
46425,3,1,1,0,2,Cambiar,0
46426,3,2,2,1,0,Cambiar,0
46427,3,1,0,2,1,Cambiar,1
46428,3,0,2,1,0,Cambiar,1
46429,3,0,0,2,1,Cambiar,0
46430,3,0,1,2,0,Cambiar,1
46431,3,1,2,0,1,Cambiar,1
46432,3,1,0,2,1,Cambiar,1
46433,3,1,2,0,1,Cambiar,1
46434,3,2,2,0,1,Cambiar,0
46435,3,1,2,0,1,Cambiar,1
46436,3,1,1,2,0,Cambiar,0
46437,3,0,0,2,1,Cambiar,0
46438,3,0,2,1,0,Cambiar,1
46439,3,2,0,1,2,Cambiar,1
46440,3,2,1,0,2,Cambiar,1
46441,3,2,1,0,2,Cambiar,1
46442,3,2,1,0,2,Cambiar,1
46443,3,0,0,1,2,Cambiar,0
46444,3,2,0,1,2,Cambiar,1
46445,3,2,1,0,2,Cambiar,1
46446,3,0,0,1,2,Cambiar,0
46447,3,2,0,1,2,Cambiar,1
46448,3,0,2,1,0,Cambiar,1
46449,3,2,2,0,1,Cambiar,0
46450,3,2,1,0,2,Cambiar,1
46451,3,2,0,1,2,Cambiar,1
46452,3,0,2,1,0,Cambiar,1
46453,3,0,0,2,1,Cambiar,0
46454,3,2,1,0,2,Cambiar,1
46455,3,0,0,1,2,Cambiar,0
46456,3,2,0,1,2,Cambiar,1
46457,3,0,1,2,0,Cambiar,1
46458,3,2,2,1,0,Cambiar,0
46459,3,0,2,1,0,Cambiar,1
46460,3,1,1,2,0,Cambiar,0
46461,3,1,1,2,0,Cambiar,0
46462,3,0,2,1,0,Cambiar,1
46463,3,0,0,2,1,Cambiar,0
46464,3,0,0,1,2,Cambiar,0
46465,3,1,0,2,1,Cambiar,1
46466,3,1,0,2,1,Cambiar,1
46467,3,2,2,1,0,Cambiar,0
46468,3,0,0,2,1,Cambiar,0
46469,3,1,2,0,1,Cambiar,1
46470,3,1,0,2,1,Cambiar,1
46471,3,1,0,2,1,Cambiar,1
46472,3,0,0,1,2,Cambiar,0
46473,3,2,2,0,1,Cambiar,0
46474,3,0,1,2,0,Cambiar,1
46475,3,1,0,2,1,Cambiar,1
46476,3,0,1,2,0,Cambiar,1
46477,3,0,0,1,2,Cambiar,0
46478,3,1,0,2,1,Cambiar,1
46479,3,0,1,2,0,Cambiar,1
46480,3,1,1,0,2,Cambiar,0
46481,3,1,1,2,0,Cambiar,0
46482,3,0,1,2,0,Cambiar,1
46483,3,0,2,1,0,Cambiar,1
46484,3,0,2,1,0,Cambiar,1
46485,3,2,2,0,1,Cambiar,0
46486,3,1,1,0,2,Cambiar,0
46487,3,0,1,2,0,Cambiar,1
46488,3,2,1,0,2,Cambiar,1
46489,3,2,1,0,2,Cambiar,1
46490,3,0,0,1,2,Cambiar,0
46491,3,0,1,2,0,Cambiar,1
46492,3,0,0,2,1,Cambiar,0
46493,3,1,0,2,1,Cambiar,1
46494,3,0,0,2,1,Cambiar,0
46495,3,2,2,1,0,Cambiar,0
46496,3,1,1,0,2,Cambiar,0
46497,3,1,2,0,1,Cambiar,1
46498,3,0,2,1,0,Cambiar,1
46499,3,1,2,0,1,Cambiar,1
46500,3,1,0,2,1,Cambiar,1
46501,3,1,1,2,0,Cambiar,0
46502,3,2,2,1,0,Cambiar,0
46503,3,1,0,2,1,Cambiar,1
46504,3,2,2,0,1,Cambiar,0
46505,3,2,2,0,1,Cambiar,0
46506,3,1,1,0,2,Cambiar,0
46507,3,0,1,2,0,Cambiar,1
46508,3,1,1,0,2,Cambiar,0
46509,3,2,2,0,1,Cambiar,0
46510,3,0,2,1,0,Cambiar,1
46511,3,2,1,0,2,Cambiar,1
46512,3,2,2,1,0,Cambiar,0
46513,3,1,0,2,1,Cambiar,1
46514,3,2,0,1,2,Cambiar,1
46515,3,1,0,2,1,Cambiar,1
46516,3,1,1,2,0,Cambiar,0
46517,3,2,1,0,2,Cambiar,1
46518,3,1,0,2,1,Cambiar,1
46519,3,1,1,0,2,Cambiar,0
46520,3,1,2,0,1,Cambiar,1
46521,3,2,0,1,2,Cambiar,1
46522,3,0,1,2,0,Cambiar,1
46523,3,1,0,2,1,Cambiar,1
46524,3,1,2,0,1,Cambiar,1
46525,3,1,2,0,1,Cambiar,1
46526,3,0,0,2,1,Cambiar,0
46527,3,1,2,0,1,Cambiar,1
46528,3,1,0,2,1,Cambiar,1
46529,3,2,1,0,2,Cambiar,1
46530,3,0,2,1,0,Cambiar,1
46531,3,2,2,0,1,Cambiar,0
46532,3,2,0,1,2,Cambiar,1
46533,3,0,2,1,0,Cambiar,1
46534,3,2,1,0,2,Cambiar,1
46535,3,1,1,0,2,Cambiar,0
46536,3,0,2,1,0,Cambiar,1
46537,3,2,0,1,2,Cambiar,1
46538,3,2,1,0,2,Cambiar,1
46539,3,2,2,0,1,Cambiar,0
46540,3,0,0,1,2,Cambiar,0
46541,3,2,2,0,1,Cambiar,0
46542,3,0,0,2,1,Cambiar,0
46543,3,1,2,0,1,Cambiar,1
46544,3,1,1,2,0,Cambiar,0
46545,3,2,1,0,2,Cambiar,1
46546,3,2,2,1,0,Cambiar,0
46547,3,2,0,1,2,Cambiar,1
46548,3,2,2,0,1,Cambiar,0
46549,3,2,0,1,2,Cambiar,1
46550,3,2,2,1,0,Cambiar,0
46551,3,0,2,1,0,Cambiar,1
46552,3,1,2,0,1,Cambiar,1
46553,3,2,0,1,2,Cambiar,1
46554,3,1,2,0,1,Cambiar,1
46555,3,1,0,2,1,Cambiar,1
46556,3,2,1,0,2,Cambiar,1
46557,3,0,0,1,2,Cambiar,0
46558,3,2,1,0,2,Cambiar,1
46559,3,1,1,0,2,Cambiar,0
46560,3,1,2,0,1,Cambiar,1
46561,3,1,2,0,1,Cambiar,1
46562,3,0,2,1,0,Cambiar,1
46563,3,0,2,1,0,Cambiar,1
46564,3,1,2,0,1,Cambiar,1
46565,3,1,2,0,1,Cambiar,1
46566,3,1,1,0,2,Cambiar,0
46567,3,1,2,0,1,Cambiar,1
46568,3,2,2,0,1,Cambiar,0
46569,3,2,2,1,0,Cambiar,0
46570,3,0,0,1,2,Cambiar,0
46571,3,1,2,0,1,Cambiar,1
46572,3,1,0,2,1,Cambiar,1
46573,3,2,0,1,2,Cambiar,1
46574,3,0,1,2,0,Cambiar,1
46575,3,2,0,1,2,Cambiar,1
46576,3,1,0,2,1,Cambiar,1
46577,3,0,2,1,0,Cambiar,1
46578,3,2,0,1,2,Cambiar,1
46579,3,0,0,2,1,Cambiar,0
46580,3,2,1,0,2,Cambiar,1
46581,3,0,1,2,0,Cambiar,1
46582,3,2,1,0,2,Cambiar,1
46583,3,1,0,2,1,Cambiar,1
46584,3,2,0,1,2,Cambiar,1
46585,3,1,2,0,1,Cambiar,1
46586,3,1,0,2,1,Cambiar,1
46587,3,1,2,0,1,Cambiar,1
46588,3,0,2,1,0,Cambiar,1
46589,3,1,2,0,1,Cambiar,1
46590,3,1,2,0,1,Cambiar,1
46591,3,0,0,1,2,Cambiar,0
46592,3,0,1,2,0,Cambiar,1
46593,3,2,1,0,2,Cambiar,1
46594,3,0,1,2,0,Cambiar,1
46595,3,2,1,0,2,Cambiar,1
46596,3,1,0,2,1,Cambiar,1
46597,3,1,0,2,1,Cambiar,1
46598,3,1,1,0,2,Cambiar,0
46599,3,2,1,0,2,Cambiar,1
46600,3,0,2,1,0,Cambiar,1
46601,3,1,2,0,1,Cambiar,1
46602,3,2,2,1,0,Cambiar,0
46603,3,0,0,1,2,Cambiar,0
46604,3,1,2,0,1,Cambiar,1
46605,3,2,0,1,2,Cambiar,1
46606,3,1,0,2,1,Cambiar,1
46607,3,1,0,2,1,Cambiar,1
46608,3,0,1,2,0,Cambiar,1
46609,3,1,2,0,1,Cambiar,1
46610,3,2,0,1,2,Cambiar,1
46611,3,2,0,1,2,Cambiar,1
46612,3,2,0,1,2,Cambiar,1
46613,3,0,1,2,0,Cambiar,1
46614,3,0,0,2,1,Cambiar,0
46615,3,2,1,0,2,Cambiar,1
46616,3,2,2,1,0,Cambiar,0
46617,3,2,2,0,1,Cambiar,0
46618,3,2,0,1,2,Cambiar,1
46619,3,0,0,1,2,Cambiar,0
46620,3,0,1,2,0,Cambiar,1
46621,3,0,2,1,0,Cambiar,1
46622,3,2,0,1,2,Cambiar,1
46623,3,2,0,1,2,Cambiar,1
46624,3,2,1,0,2,Cambiar,1
46625,3,2,0,1,2,Cambiar,1
46626,3,2,0,1,2,Cambiar,1
46627,3,2,2,0,1,Cambiar,0
46628,3,0,2,1,0,Cambiar,1
46629,3,2,0,1,2,Cambiar,1
46630,3,2,0,1,2,Cambiar,1
46631,3,1,2,0,1,Cambiar,1
46632,3,2,0,1,2,Cambiar,1
46633,3,1,0,2,1,Cambiar,1
46634,3,1,1,0,2,Cambiar,0
46635,3,1,1,2,0,Cambiar,0
46636,3,1,0,2,1,Cambiar,1
46637,3,2,1,0,2,Cambiar,1
46638,3,2,1,0,2,Cambiar,1
46639,3,1,0,2,1,Cambiar,1
46640,3,0,0,2,1,Cambiar,0
46641,3,0,0,1,2,Cambiar,0
46642,3,1,0,2,1,Cambiar,1
46643,3,0,1,2,0,Cambiar,1
46644,3,2,0,1,2,Cambiar,1
46645,3,1,1,2,0,Cambiar,0
46646,3,0,2,1,0,Cambiar,1
46647,3,0,1,2,0,Cambiar,1
46648,3,2,1,0,2,Cambiar,1
46649,3,0,0,1,2,Cambiar,0
46650,3,1,1,0,2,Cambiar,0
46651,3,0,2,1,0,Cambiar,1
46652,3,1,2,0,1,Cambiar,1
46653,3,2,0,1,2,Cambiar,1
46654,3,2,1,0,2,Cambiar,1
46655,3,2,0,1,2,Cambiar,1
46656,3,1,2,0,1,Cambiar,1
46657,3,0,2,1,0,Cambiar,1
46658,3,0,2,1,0,Cambiar,1
46659,3,0,2,1,0,Cambiar,1
46660,3,2,0,1,2,Cambiar,1
46661,3,2,2,1,0,Cambiar,0
46662,3,1,1,2,0,Cambiar,0
46663,3,1,1,0,2,Cambiar,0
46664,3,2,0,1,2,Cambiar,1
46665,3,2,1,0,2,Cambiar,1
46666,3,2,2,1,0,Cambiar,0
46667,3,1,0,2,1,Cambiar,1
46668,3,1,2,0,1,Cambiar,1
46669,3,1,1,2,0,Cambiar,0
46670,3,0,1,2,0,Cambiar,1
46671,3,1,2,0,1,Cambiar,1
46672,3,1,0,2,1,Cambiar,1
46673,3,2,1,0,2,Cambiar,1
46674,3,0,1,2,0,Cambiar,1
46675,3,2,2,1,0,Cambiar,0
46676,3,0,0,1,2,Cambiar,0
46677,3,1,0,2,1,Cambiar,1
46678,3,2,1,0,2,Cambiar,1
46679,3,0,0,2,1,Cambiar,0
46680,3,1,2,0,1,Cambiar,1
46681,3,2,2,0,1,Cambiar,0
46682,3,2,0,1,2,Cambiar,1
46683,3,2,1,0,2,Cambiar,1
46684,3,2,1,0,2,Cambiar,1
46685,3,0,2,1,0,Cambiar,1
46686,3,1,0,2,1,Cambiar,1
46687,3,0,0,2,1,Cambiar,0
46688,3,2,0,1,2,Cambiar,1
46689,3,1,2,0,1,Cambiar,1
46690,3,1,0,2,1,Cambiar,1
46691,3,2,1,0,2,Cambiar,1
46692,3,0,0,1,2,Cambiar,0
46693,3,0,2,1,0,Cambiar,1
46694,3,1,2,0,1,Cambiar,1
46695,3,1,1,2,0,Cambiar,0
46696,3,0,1,2,0,Cambiar,1
46697,3,1,0,2,1,Cambiar,1
46698,3,2,2,0,1,Cambiar,0
46699,3,0,2,1,0,Cambiar,1
46700,3,1,0,2,1,Cambiar,1
46701,3,2,2,1,0,Cambiar,0
46702,3,1,0,2,1,Cambiar,1
46703,3,2,1,0,2,Cambiar,1
46704,3,1,1,0,2,Cambiar,0
46705,3,1,2,0,1,Cambiar,1
46706,3,2,2,0,1,Cambiar,0
46707,3,1,2,0,1,Cambiar,1
46708,3,1,2,0,1,Cambiar,1
46709,3,2,0,1,2,Cambiar,1
46710,3,1,1,0,2,Cambiar,0
46711,3,0,2,1,0,Cambiar,1
46712,3,1,0,2,1,Cambiar,1
46713,3,1,2,0,1,Cambiar,1
46714,3,0,2,1,0,Cambiar,1
46715,3,1,1,2,0,Cambiar,0
46716,3,0,1,2,0,Cambiar,1
46717,3,1,0,2,1,Cambiar,1
46718,3,0,1,2,0,Cambiar,1
46719,3,1,0,2,1,Cambiar,1
46720,3,0,2,1,0,Cambiar,1
46721,3,2,2,1,0,Cambiar,0
46722,3,1,0,2,1,Cambiar,1
46723,3,2,2,0,1,Cambiar,0
46724,3,1,2,0,1,Cambiar,1
46725,3,1,1,2,0,Cambiar,0
46726,3,2,2,1,0,Cambiar,0
46727,3,2,1,0,2,Cambiar,1
46728,3,2,2,0,1,Cambiar,0
46729,3,0,1,2,0,Cambiar,1
46730,3,1,2,0,1,Cambiar,1
46731,3,2,0,1,2,Cambiar,1
46732,3,2,0,1,2,Cambiar,1
46733,3,2,1,0,2,Cambiar,1
46734,3,2,2,1,0,Cambiar,0
46735,3,0,1,2,0,Cambiar,1
46736,3,0,2,1,0,Cambiar,1
46737,3,0,2,1,0,Cambiar,1
46738,3,1,2,0,1,Cambiar,1
46739,3,2,0,1,2,Cambiar,1
46740,3,2,2,0,1,Cambiar,0
46741,3,1,1,0,2,Cambiar,0
46742,3,2,2,0,1,Cambiar,0
46743,3,0,1,2,0,Cambiar,1
46744,3,1,2,0,1,Cambiar,1
46745,3,2,2,1,0,Cambiar,0
46746,3,0,0,1,2,Cambiar,0
46747,3,0,2,1,0,Cambiar,1
46748,3,0,1,2,0,Cambiar,1
46749,3,1,1,2,0,Cambiar,0
46750,3,2,0,1,2,Cambiar,1
46751,3,1,1,0,2,Cambiar,0
46752,3,1,1,2,0,Cambiar,0
46753,3,0,1,2,0,Cambiar,1
46754,3,0,2,1,0,Cambiar,1
46755,3,1,0,2,1,Cambiar,1
46756,3,2,1,0,2,Cambiar,1
46757,3,0,1,2,0,Cambiar,1
46758,3,2,1,0,2,Cambiar,1
46759,3,2,0,1,2,Cambiar,1
46760,3,0,0,1,2,Cambiar,0
46761,3,1,1,2,0,Cambiar,0
46762,3,0,0,2,1,Cambiar,0
46763,3,1,1,0,2,Cambiar,0
46764,3,1,0,2,1,Cambiar,1
46765,3,2,0,1,2,Cambiar,1
46766,3,0,1,2,0,Cambiar,1
46767,3,1,1,0,2,Cambiar,0
46768,3,0,1,2,0,Cambiar,1
46769,3,2,1,0,2,Cambiar,1
46770,3,2,2,0,1,Cambiar,0
46771,3,1,2,0,1,Cambiar,1
46772,3,2,2,1,0,Cambiar,0
46773,3,0,1,2,0,Cambiar,1
46774,3,1,0,2,1,Cambiar,1
46775,3,1,2,0,1,Cambiar,1
46776,3,2,2,0,1,Cambiar,0
46777,3,1,0,2,1,Cambiar,1
46778,3,2,1,0,2,Cambiar,1
46779,3,1,1,0,2,Cambiar,0
46780,3,2,0,1,2,Cambiar,1
46781,3,2,0,1,2,Cambiar,1
46782,3,2,2,1,0,Cambiar,0
46783,3,1,2,0,1,Cambiar,1
46784,3,1,2,0,1,Cambiar,1
46785,3,2,0,1,2,Cambiar,1
46786,3,1,0,2,1,Cambiar,1
46787,3,2,1,0,2,Cambiar,1
46788,3,0,1,2,0,Cambiar,1
46789,3,0,0,2,1,Cambiar,0
46790,3,0,1,2,0,Cambiar,1
46791,3,1,0,2,1,Cambiar,1
46792,3,0,2,1,0,Cambiar,1
46793,3,2,2,1,0,Cambiar,0
46794,3,2,1,0,2,Cambiar,1
46795,3,0,0,1,2,Cambiar,0
46796,3,0,2,1,0,Cambiar,1
46797,3,0,2,1,0,Cambiar,1
46798,3,0,0,1,2,Cambiar,0
46799,3,1,1,2,0,Cambiar,0
46800,3,1,2,0,1,Cambiar,1
46801,3,1,1,0,2,Cambiar,0
46802,3,1,0,2,1,Cambiar,1
46803,3,2,0,1,2,Cambiar,1
46804,3,1,2,0,1,Cambiar,1
46805,3,0,1,2,0,Cambiar,1
46806,3,1,0,2,1,Cambiar,1
46807,3,1,0,2,1,Cambiar,1
46808,3,0,0,2,1,Cambiar,0
46809,3,0,2,1,0,Cambiar,1
46810,3,2,2,0,1,Cambiar,0
46811,3,0,2,1,0,Cambiar,1
46812,3,1,0,2,1,Cambiar,1
46813,3,2,0,1,2,Cambiar,1
46814,3,0,2,1,0,Cambiar,1
46815,3,0,2,1,0,Cambiar,1
46816,3,1,2,0,1,Cambiar,1
46817,3,0,0,1,2,Cambiar,0
46818,3,2,1,0,2,Cambiar,1
46819,3,0,1,2,0,Cambiar,1
46820,3,1,1,2,0,Cambiar,0
46821,3,1,1,0,2,Cambiar,0
46822,3,1,1,2,0,Cambiar,0
46823,3,1,2,0,1,Cambiar,1
46824,3,2,2,1,0,Cambiar,0
46825,3,0,1,2,0,Cambiar,1
46826,3,0,0,2,1,Cambiar,0
46827,3,2,1,0,2,Cambiar,1
46828,3,2,1,0,2,Cambiar,1
46829,3,0,2,1,0,Cambiar,1
46830,3,1,2,0,1,Cambiar,1
46831,3,2,1,0,2,Cambiar,1
46832,3,0,0,2,1,Cambiar,0
46833,3,2,0,1,2,Cambiar,1
46834,3,2,2,1,0,Cambiar,0
46835,3,1,2,0,1,Cambiar,1
46836,3,2,1,0,2,Cambiar,1
46837,3,0,0,1,2,Cambiar,0
46838,3,2,1,0,2,Cambiar,1
46839,3,2,0,1,2,Cambiar,1
46840,3,0,2,1,0,Cambiar,1
46841,3,2,0,1,2,Cambiar,1
46842,3,2,1,0,2,Cambiar,1
46843,3,1,0,2,1,Cambiar,1
46844,3,0,1,2,0,Cambiar,1
46845,3,2,2,0,1,Cambiar,0
46846,3,0,0,2,1,Cambiar,0
46847,3,1,0,2,1,Cambiar,1
46848,3,1,0,2,1,Cambiar,1
46849,3,1,0,2,1,Cambiar,1
46850,3,1,2,0,1,Cambiar,1
46851,3,1,1,2,0,Cambiar,0
46852,3,1,1,0,2,Cambiar,0
46853,3,2,2,0,1,Cambiar,0
46854,3,0,1,2,0,Cambiar,1
46855,3,2,1,0,2,Cambiar,1
46856,3,0,0,1,2,Cambiar,0
46857,3,0,0,2,1,Cambiar,0
46858,3,1,0,2,1,Cambiar,1
46859,3,2,1,0,2,Cambiar,1
46860,3,2,2,1,0,Cambiar,0
46861,3,1,1,0,2,Cambiar,0
46862,3,1,1,2,0,Cambiar,0
46863,3,0,2,1,0,Cambiar,1
46864,3,2,1,0,2,Cambiar,1
46865,3,0,0,1,2,Cambiar,0
46866,3,0,0,2,1,Cambiar,0
46867,3,2,0,1,2,Cambiar,1
46868,3,2,2,0,1,Cambiar,0
46869,3,1,1,0,2,Cambiar,0
46870,3,1,1,2,0,Cambiar,0
46871,3,0,1,2,0,Cambiar,1
46872,3,1,0,2,1,Cambiar,1
46873,3,1,1,0,2,Cambiar,0
46874,3,2,0,1,2,Cambiar,1
46875,3,2,1,0,2,Cambiar,1
46876,3,0,2,1,0,Cambiar,1
46877,3,1,0,2,1,Cambiar,1
46878,3,1,1,0,2,Cambiar,0
46879,3,2,0,1,2,Cambiar,1
46880,3,0,0,2,1,Cambiar,0
46881,3,1,1,2,0,Cambiar,0
46882,3,1,1,0,2,Cambiar,0
46883,3,2,1,0,2,Cambiar,1
46884,3,2,2,1,0,Cambiar,0
46885,3,2,2,1,0,Cambiar,0
46886,3,2,2,1,0,Cambiar,0
46887,3,2,2,0,1,Cambiar,0
46888,3,2,2,0,1,Cambiar,0
46889,3,2,1,0,2,Cambiar,1
46890,3,2,0,1,2,Cambiar,1
46891,3,2,2,0,1,Cambiar,0
46892,3,0,1,2,0,Cambiar,1
46893,3,2,1,0,2,Cambiar,1
46894,3,0,1,2,0,Cambiar,1
46895,3,0,2,1,0,Cambiar,1
46896,3,1,1,0,2,Cambiar,0
46897,3,1,0,2,1,Cambiar,1
46898,3,2,0,1,2,Cambiar,1
46899,3,0,2,1,0,Cambiar,1
46900,3,2,0,1,2,Cambiar,1
46901,3,2,1,0,2,Cambiar,1
46902,3,0,0,2,1,Cambiar,0
46903,3,2,0,1,2,Cambiar,1
46904,3,2,2,0,1,Cambiar,0
46905,3,0,1,2,0,Cambiar,1
46906,3,0,2,1,0,Cambiar,1
46907,3,0,0,1,2,Cambiar,0
46908,3,1,2,0,1,Cambiar,1
46909,3,1,1,0,2,Cambiar,0
46910,3,0,1,2,0,Cambiar,1
46911,3,2,0,1,2,Cambiar,1
46912,3,2,2,0,1,Cambiar,0
46913,3,1,2,0,1,Cambiar,1
46914,3,2,1,0,2,Cambiar,1
46915,3,2,1,0,2,Cambiar,1
46916,3,1,1,2,0,Cambiar,0
46917,3,2,2,0,1,Cambiar,0
46918,3,1,2,0,1,Cambiar,1
46919,3,2,0,1,2,Cambiar,1
46920,3,1,0,2,1,Cambiar,1
46921,3,1,0,2,1,Cambiar,1
46922,3,2,0,1,2,Cambiar,1
46923,3,0,2,1,0,Cambiar,1
46924,3,0,1,2,0,Cambiar,1
46925,3,2,1,0,2,Cambiar,1
46926,3,2,2,0,1,Cambiar,0
46927,3,1,2,0,1,Cambiar,1
46928,3,0,1,2,0,Cambiar,1
46929,3,0,1,2,0,Cambiar,1
46930,3,1,0,2,1,Cambiar,1
46931,3,0,2,1,0,Cambiar,1
46932,3,1,1,0,2,Cambiar,0
46933,3,1,2,0,1,Cambiar,1
46934,3,1,1,2,0,Cambiar,0
46935,3,1,2,0,1,Cambiar,1
46936,3,1,1,2,0,Cambiar,0
46937,3,1,0,2,1,Cambiar,1
46938,3,0,0,2,1,Cambiar,0
46939,3,2,0,1,2,Cambiar,1
46940,3,0,2,1,0,Cambiar,1
46941,3,1,1,0,2,Cambiar,0
46942,3,0,0,1,2,Cambiar,0
46943,3,0,1,2,0,Cambiar,1
46944,3,2,1,0,2,Cambiar,1
46945,3,2,0,1,2,Cambiar,1
46946,3,2,2,0,1,Cambiar,0
46947,3,0,1,2,0,Cambiar,1
46948,3,1,0,2,1,Cambiar,1
46949,3,0,0,2,1,Cambiar,0
46950,3,0,2,1,0,Cambiar,1
46951,3,1,0,2,1,Cambiar,1
46952,3,2,1,0,2,Cambiar,1
46953,3,0,0,2,1,Cambiar,0
46954,3,2,2,0,1,Cambiar,0
46955,3,0,2,1,0,Cambiar,1
46956,3,1,2,0,1,Cambiar,1
46957,3,2,1,0,2,Cambiar,1
46958,3,0,0,2,1,Cambiar,0
46959,3,2,0,1,2,Cambiar,1
46960,3,0,1,2,0,Cambiar,1
46961,3,0,0,1,2,Cambiar,0
46962,3,1,0,2,1,Cambiar,1
46963,3,2,2,0,1,Cambiar,0
46964,3,0,0,1,2,Cambiar,0
46965,3,0,1,2,0,Cambiar,1
46966,3,0,2,1,0,Cambiar,1
46967,3,1,2,0,1,Cambiar,1
46968,3,2,1,0,2,Cambiar,1
46969,3,1,2,0,1,Cambiar,1
46970,3,1,0,2,1,Cambiar,1
46971,3,0,0,2,1,Cambiar,0
46972,3,2,2,0,1,Cambiar,0
46973,3,0,0,1,2,Cambiar,0
46974,3,1,1,0,2,Cambiar,0
46975,3,1,1,2,0,Cambiar,0
46976,3,2,0,1,2,Cambiar,1
46977,3,0,2,1,0,Cambiar,1
46978,3,1,0,2,1,Cambiar,1
46979,3,1,0,2,1,Cambiar,1
46980,3,2,2,1,0,Cambiar,0
46981,3,0,2,1,0,Cambiar,1
46982,3,2,1,0,2,Cambiar,1
46983,3,0,0,1,2,Cambiar,0
46984,3,1,1,2,0,Cambiar,0
46985,3,2,1,0,2,Cambiar,1
46986,3,1,0,2,1,Cambiar,1
46987,3,0,2,1,0,Cambiar,1
46988,3,2,0,1,2,Cambiar,1
46989,3,2,0,1,2,Cambiar,1
46990,3,0,2,1,0,Cambiar,1
46991,3,2,1,0,2,Cambiar,1
46992,3,1,2,0,1,Cambiar,1
46993,3,1,1,0,2,Cambiar,0
46994,3,0,1,2,0,Cambiar,1
46995,3,2,0,1,2,Cambiar,1
46996,3,1,1,2,0,Cambiar,0
46997,3,1,2,0,1,Cambiar,1
46998,3,1,2,0,1,Cambiar,1
46999,3,0,2,1,0,Cambiar,1
47000,3,1,0,2,1,Cambiar,1
47001,3,2,0,1,2,Cambiar,1
47002,3,0,1,2,0,Cambiar,1
47003,3,0,0,2,1,Cambiar,0
47004,3,1,0,2,1,Cambiar,1
47005,3,1,1,0,2,Cambiar,0
47006,3,2,1,0,2,Cambiar,1
47007,3,0,0,2,1,Cambiar,0
47008,3,2,1,0,2,Cambiar,1
47009,3,0,0,2,1,Cambiar,0
47010,3,0,1,2,0,Cambiar,1
47011,3,1,1,2,0,Cambiar,0
47012,3,2,2,1,0,Cambiar,0
47013,3,0,2,1,0,Cambiar,1
47014,3,0,0,2,1,Cambiar,0
47015,3,1,1,2,0,Cambiar,0
47016,3,2,2,0,1,Cambiar,0
47017,3,2,0,1,2,Cambiar,1
47018,3,0,1,2,0,Cambiar,1
47019,3,1,1,2,0,Cambiar,0
47020,3,0,2,1,0,Cambiar,1
47021,3,2,0,1,2,Cambiar,1
47022,3,2,0,1,2,Cambiar,1
47023,3,1,0,2,1,Cambiar,1
47024,3,0,0,2,1,Cambiar,0
47025,3,2,1,0,2,Cambiar,1
47026,3,0,0,2,1,Cambiar,0
47027,3,1,1,2,0,Cambiar,0
47028,3,1,2,0,1,Cambiar,1
47029,3,0,1,2,0,Cambiar,1
47030,3,0,1,2,0,Cambiar,1
47031,3,2,0,1,2,Cambiar,1
47032,3,2,0,1,2,Cambiar,1
47033,3,2,0,1,2,Cambiar,1
47034,3,1,1,0,2,Cambiar,0
47035,3,1,2,0,1,Cambiar,1
47036,3,1,0,2,1,Cambiar,1
47037,3,1,0,2,1,Cambiar,1
47038,3,0,1,2,0,Cambiar,1
47039,3,2,1,0,2,Cambiar,1
47040,3,0,2,1,0,Cambiar,1
47041,3,1,0,2,1,Cambiar,1
47042,3,1,1,0,2,Cambiar,0
47043,3,2,2,0,1,Cambiar,0
47044,3,0,1,2,0,Cambiar,1
47045,3,1,0,2,1,Cambiar,1
47046,3,2,1,0,2,Cambiar,1
47047,3,2,0,1,2,Cambiar,1
47048,3,0,0,1,2,Cambiar,0
47049,3,1,1,0,2,Cambiar,0
47050,3,2,0,1,2,Cambiar,1
47051,3,0,0,2,1,Cambiar,0
47052,3,1,2,0,1,Cambiar,1
47053,3,1,1,2,0,Cambiar,0
47054,3,2,0,1,2,Cambiar,1
47055,3,2,0,1,2,Cambiar,1
47056,3,1,0,2,1,Cambiar,1
47057,3,2,1,0,2,Cambiar,1
47058,3,2,2,0,1,Cambiar,0
47059,3,2,0,1,2,Cambiar,1
47060,3,2,2,0,1,Cambiar,0
47061,3,1,0,2,1,Cambiar,1
47062,3,1,1,2,0,Cambiar,0
47063,3,1,2,0,1,Cambiar,1
47064,3,0,0,2,1,Cambiar,0
47065,3,0,2,1,0,Cambiar,1
