simulacion_id,num_puertas,premio,eleccion_inicial,puerta_abierta,estrategia,resultado
1849,3,1,1,0,No cambiar,1
1850,3,0,0,2,No cambiar,1
1851,3,1,2,0,No cambiar,0
1852,3,1,2,0,No cambiar,0
1853,3,0,2,1,No cambiar,0
1854,3,0,0,1,No cambiar,1
1855,3,1,1,0,No cambiar,1
1856,3,1,1,0,No cambiar,1
1857,3,0,0,2,No cambiar,1
1858,3,1,1,2,No cambiar,1
1859,3,0,0,2,No cambiar,1
1860,3,1,0,2,No cambiar,0
1861,3,1,2,0,No cambiar,0
1862,3,2,2,1,No cambiar,1
1863,3,0,2,1,No cambiar,0
1864,3,2,2,0,No cambiar,1
1865,3,2,2,0,No cambiar,1
1866,3,0,0,1,No cambiar,1
1867,3,1,0,2,No cambiar,0
1868,3,1,0,2,No cambiar,0
1869,3,2,1,0,No cambiar,0
1870,3,2,0,1,No cambiar,0
1871,3,1,0,2,No cambiar,0
1872,3,2,0,1,No cambiar,0
1873,3,0,2,1,No cambiar,0
1874,3,2,0,1,No cambiar,0
1875,3,1,0,2,No cambiar,0
1876,3,1,1,2,No cambiar,1
1877,3,1,1,2,No cambiar,1
1878,3,1,1,2,No cambiar,1
1879,3,0,2,1,No cambiar,0
1880,3,0,2,1,No cambiar,0
1881,3,2,2,1,No cambiar,1
1882,3,1,1,2,No cambiar,1
1883,3,0,0,2,No cambiar,1
1884,3,1,1,2,No cambiar,1
1885,3,1,0,2,No cambiar,0
1886,3,2,2,1,No cambiar,1
1887,3,0,2,1,No cambiar,0
1888,3,1,1,2,No cambiar,1
1889,3,0,1,2,No cambiar,0
1890,3,2,2,1,No cambiar,1
1891,3,1,0,2,No cambiar,0
1892,3,0,2,1,No cambiar,0
1893,3,2,0,1,No cambiar,0
1894,3,2,2,1,No cambiar,1
1895,3,2,1,0,No cambiar,0
1896,3,1,0,2,No cambiar,0
1897,3,1,2,0,No cambiar,0
1898,3,0,2,1,No cambiar,0
1899,3,0,0,1,No cambiar,1
1900,3,1,2,0,No cambiar,0
1901,3,2,1,0,No cambiar,0
1902,3,1,2,0,No cambiar,0
1903,3,1,1,0,No cambiar,1
1904,3,1,2,0,No cambiar,0
1905,3,1,0,2,No cambiar,0
1906,3,0,2,1,No cambiar,0
1907,3,1,0,2,No cambiar,0
1908,3,2,0,1,No cambiar,0
1909,3,1,0,2,No cambiar,0
1910,3,2,1,0,No cambiar,0
1911,3,2,1,0,No cambiar,0
1912,3,0,0,1,No cambiar,1
1913,3,0,0,1,No cambiar,1
1914,3,0,2,1,No cambiar,0
1915,3,2,0,1,No cambiar,0
1916,3,2,2,1,No cambiar,1
1917,3,1,1,0,No cambiar,1
1918,3,1,1,0,No cambiar,1
1919,3,2,1,0,No cambiar,0
1920,3,1,2,0,No cambiar,0
1921,3,2,2,0,No cambiar,1
1922,3,2,2,1,No cambiar,1
1923,3,2,1,0,No cambiar,0
1924,3,2,1,0,No cambiar,0
1925,3,0,2,1,No cambiar,0
1926,3,0,2,1,No cambiar,0
1927,3,2,0,1,No cambiar,0
1928,3,0,0,1,No cambiar,1
1929,3,1,1,0,No cambiar,1
1930,3,0,0,1,No cambiar,1
1931,3,1,0,2,No cambiar,0
1932,3,0,1,2,No cambiar,0
1933,3,2,1,0,No cambiar,0
1934,3,0,0,1,No cambiar,1
1935,3,0,1,2,No cambiar,0
1936,3,2,1,0,No cambiar,0
1937,3,0,2,1,No cambiar,0
1938,3,0,0,1,No cambiar,1
1939,3,1,0,2,No cambiar,0
1940,3,1,0,2,No cambiar,0
1941,3,1,1,0,No cambiar,1
1942,3,1,2,0,No cambiar,0
1943,3,1,1,2,No cambiar,1
1944,3,1,2,0,No cambiar,0
1945,3,1,0,2,No cambiar,0
1946,3,2,2,0,No cambiar,1
1947,3,2,1,0,No cambiar,0
1948,3,2,0,1,No cambiar,0
1949,3,0,1,2,No cambiar,0
1950,3,1,2,0,No cambiar,0
1951,3,0,2,1,No cambiar,0
1952,3,1,0,2,No cambiar,0
1953,3,0,1,2,No cambiar,0
1954,3,0,1,2,No cambiar,0
1955,3,0,2,1,No cambiar,0
1956,3,0,0,1,No cambiar,1
1957,3,1,1,2,No cambiar,1
1958,3,0,0,2,No cambiar,1
1959,3,2,2,1,No cambiar,1
1960,3,0,2,1,No cambiar,0
1961,3,2,1,0,No cambiar,0
1962,3,1,2,0,No cambiar,0
1963,3,1,1,2,No cambiar,1
1964,3,2,0,1,No cambiar,0
1965,3,1,0,2,No cambiar,0
1966,3,2,0,1,No cambiar,0
1967,3,1,2,0,No cambiar,0
1968,3,2,1,0,No cambiar,0
1969,3,1,1,0,No cambiar,1
1970,3,1,0,2,No cambiar,0
1971,3,2,1,0,No cambiar,0
1972,3,0,0,1,No cambiar,1
1973,3,0,2,1,No cambiar,0
1974,3,1,2,0,No cambiar,0
1975,3,1,0,2,No cambiar,0
1976,3,0,2,1,No cambiar,0
1977,3,2,1,0,No cambiar,0
1978,3,1,1,0,No cambiar,1
1979,3,1,0,2,No cambiar,0
1980,3,2,1,0,No cambiar,0
1981,3,1,2,0,No cambiar,0
1982,3,2,0,1,No cambiar,0
1983,3,2,2,0,No cambiar,1
1984,3,2,1,0,No cambiar,0
1985,3,2,0,1,No cambiar,0
1986,3,0,0,1,No cambiar,1
1987,3,2,1,0,No cambiar,0
1988,3,2,0,1,No cambiar,0
1989,3,0,0,2,No cambiar,1
1990,3,1,1,0,No cambiar,1
1991,3,2,1,0,No cambiar,0
1992,3,2,0,1,No cambiar,0
1993,3,1,0,2,No cambiar,0
1994,3,1,2,0,No cambiar,0
1995,3,0,1,2,No cambiar,0
1996,3,0,2,1,No cambiar,0
1997,3,1,2,0,No cambiar,0
1998,3,2,1,0,No cambiar,0
1999,3,1,2,0,No cambiar,0
2000,3,1,1,0,No cambiar,1
2001,3,1,0,2,No cambiar,0
2002,3,0,2,1,No cambiar,0
2003,3,1,2,0,No cambiar,0
2004,3,0,2,1,No cambiar,0
2005,3,2,1,0,No cambiar,0
2006,3,2,1,0,No cambiar,0
2007,3,0,1,2,No cambiar,0
2008,3,0,1,2,No cambiar,0
2009,3,0,2,1,No cambiar,0
2010,3,0,0,1,No cambiar,1
2011,3,1,2,0,No cambiar,0
2012,3,2,0,1,No cambiar,0
2013,3,2,2,0,No cambiar,1
2014,3,1,2,0,No cambiar,0
2015,3,1,1,0,No cambiar,1
2016,3,0,2,1,No cambiar,0
2017,3,1,2,0,No cambiar,0
2018,3,1,2,0,No cambiar,0
2019,3,0,1,2,No cambiar,0
2020,3,2,0,1,No cambiar,0
2021,3,0,1,2,No cambiar,0
2022,3,0,2,1,No cambiar,0
2023,3,0,0,2,No cambiar,1
2024,3,0,1,2,No cambiar,0
2025,3,1,0,2,No cambiar,0
2026,3,0,0,2,No cambiar,1
2027,3,2,1,0,No cambiar,0
2028,3,1,2,0,No cambiar,0
2029,3,1,1,2,No cambiar,1
2030,3,2,0,1,No cambiar,0
2031,3,1,2,0,No cambiar,0
2032,3,0,2,1,No cambiar,0
2033,3,0,2,1,No cambiar,0
2034,3,0,2,1,No cambiar,0
2035,3,0,2,1,No cambiar,0
2036,3,2,2,1,No cambiar,1
2037,3,0,1,2,No cambiar,0
2038,3,1,0,2,No cambiar,0
2039,3,2,2,1,No cambiar,1
2040,3,0,0,1,No cambiar,1
2041,3,0,1,2,No cambiar,0
2042,3,1,2,0,No cambiar,0
2043,3,0,2,1,No cambiar,0
2044,3,0,2,1,No cambiar,0
2045,3,1,1,0,No cambiar,1
2046,3,1,2,0,No cambiar,0
2047,3,0,0,2,No cambiar,1
2048,3,1,1,2,No cambiar,1
2049,3,2,0,1,No cambiar,0
2050,3,1,1,2,No cambiar,1
2051,3,0,1,2,No cambiar,0
2052,3,1,1,2,No cambiar,1
2053,3,0,2,1,No cambiar,0
2054,3,0,2,1,No cambiar,0
2055,3,1,0,2,No cambiar,0
2056,3,1,1,0,No cambiar,1
2057,3,2,0,1,No cambiar,0
2058,3,1,1,2,No cambiar,1
2059,3,1,2,0,No cambiar,0
2060,3,1,2,0,No cambiar,0
2061,3,0,1,2,No cambiar,0
2062,3,1,1,2,No cambiar,1
2063,3,0,2,1,No cambiar,0
2064,3,1,0,2,No cambiar,0
2065,3,2,0,1,No cambiar,0
2066,3,0,1,2,No cambiar,0
2067,3,1,0,2,No cambiar,0
2068,3,0,2,1,No cambiar,0
2069,3,1,0,2,No cambiar,0
2070,3,0,1,2,No cambiar,0
2071,3,2,1,0,No cambiar,0
2072,3,2,1,0,No cambiar,0
2073,3,1,0,2,No cambiar,0
2074,3,1,1,2,No cambiar,1
2075,3,2,2,1,No cambiar,1
2076,3,1,0,2,No cambiar,0
2077,3,2,2,0,No cambiar,1
2078,3,0,2,1,No cambiar,0
2079,3,2,2,1,No cambiar,1
2080,3,2,0,1,No cambiar,0
2081,3,1,2,0,No cambiar,0
2082,3,0,1,2,No cambiar,0
2083,3,0,2,1,No cambiar,0
2084,3,0,2,1,No cambiar,0
2085,3,1,2,0,No cambiar,0
2086,3,0,0,2,No cambiar,1
2087,3,1,2,0,No cambiar,0
2088,3,0,1,2,No cambiar,0
2089,3,1,1,0,No cambiar,1
2090,3,2,1,0,No cambiar,0
2091,3,0,1,2,No cambiar,0
2092,3,0,1,2,No cambiar,0
2093,3,0,1,2,No cambiar,0
2094,3,0,0,1,No cambiar,1
2095,3,2,0,1,No cambiar,0
2096,3,1,0,2,No cambiar,0
2097,3,0,0,2,No cambiar,1
2098,3,0,0,2,No cambiar,1
2099,3,2,2,0,No cambiar,1
2100,3,2,0,1,No cambiar,0
2101,3,2,0,1,No cambiar,0
2102,3,1,0,2,No cambiar,0
2103,3,1,0,2,No cambiar,0
2104,3,1,0,2,No cambiar,0
2105,3,1,2,0,No cambiar,0
2106,3,2,0,1,No cambiar,0
2107,3,0,2,1,No cambiar,0
2108,3,1,0,2,No cambiar,0
2109,3,2,2,1,No cambiar,1
2110,3,2,1,0,No cambiar,0
2111,3,2,1,0,No cambiar,0
2112,3,0,2,1,No cambiar,0
2113,3,1,0,2,No cambiar,0
2114,3,1,0,2,No cambiar,0
2115,3,1,2,0,No cambiar,0
2116,3,1,2,0,No cambiar,0
2117,3,2,0,1,No cambiar,0
2118,3,0,2,1,No cambiar,0
2119,3,1,0,2,No cambiar,0
2120,3,0,0,2,No cambiar,1
2121,3,1,2,0,No cambiar,0
2122,3,0,0,1,No cambiar,1
2123,3,1,0,2,No cambiar,0
2124,3,1,0,2,No cambiar,0
2125,3,1,0,2,No cambiar,0
2126,3,2,1,0,No cambiar,0
2127,3,1,1,0,No cambiar,1
2128,3,1,1,2,No cambiar,1
2129,3,1,2,0,No cambiar,0
2130,3,1,0,2,No cambiar,0
2131,3,2,2,0,No cambiar,1
2132,3,1,2,0,No cambiar,0
2133,3,0,2,1,No cambiar,0
2134,3,2,1,0,No cambiar,0
2135,3,0,1,2,No cambiar,0
2136,3,2,1,0,No cambiar,0
2137,3,0,1,2,No cambiar,0
2138,3,1,2,0,No cambiar,0
2139,3,1,1,0,No cambiar,1
2140,3,0,2,1,No cambiar,0
2141,3,0,0,1,No cambiar,1
2142,3,0,0,1,No cambiar,1
2143,3,1,0,2,No cambiar,0
2144,3,0,2,1,No cambiar,0
2145,3,2,0,1,No cambiar,0
2146,3,0,0,2,No cambiar,1
2147,3,2,1,0,No cambiar,0
2148,3,2,1,0,No cambiar,0
2149,3,2,2,0,No cambiar,1
2150,3,2,0,1,No cambiar,0
2151,3,0,0,2,No cambiar,1
2152,3,2,1,0,No cambiar,0
2153,3,0,0,2,No cambiar,1
2154,3,0,0,1,No cambiar,1
2155,3,1,2,0,No cambiar,0
2156,3,2,0,1,No cambiar,0
2157,3,0,2,1,No cambiar,0
2158,3,1,0,2,No cambiar,0
2159,3,2,1,0,No cambiar,0
2160,3,1,0,2,No cambiar,0
2161,3,0,0,2,No cambiar,1
2162,3,1,0,2,No cambiar,0
2163,3,2,2,1,No cambiar,1
2164,3,2,0,1,No cambiar,0
2165,3,2,0,1,No cambiar,0
2166,3,0,0,1,No cambiar,1
2167,3,2,1,0,No cambiar,0
2168,3,0,1,2,No cambiar,0
2169,3,0,1,2,No cambiar,0
2170,3,0,0,1,No cambiar,1
2171,3,1,1,2,No cambiar,1
2172,3,1,2,0,No cambiar,0
2173,3,1,1,0,No cambiar,1
2174,3,1,1,0,No cambiar,1
2175,3,1,1,2,No cambiar,1
2176,3,1,1,2,No cambiar,1
2177,3,1,2,0,No cambiar,0
2178,3,1,2,0,No cambiar,0
2179,3,1,0,2,No cambiar,0
2180,3,1,1,2,No cambiar,1
2181,3,2,0,1,No cambiar,0
2182,3,2,1,0,No cambiar,0
2183,3,2,0,1,No cambiar,0
2184,3,0,0,2,No cambiar,1
2185,3,2,1,0,No cambiar,0
2186,3,2,1,0,No cambiar,0
2187,3,0,2,1,No cambiar,0
2188,3,2,1,0,No cambiar,0
2189,3,1,2,0,No cambiar,0
2190,3,0,0,2,No cambiar,1
2191,3,1,2,0,No cambiar,0
2192,3,0,0,1,No cambiar,1
2193,3,0,0,1,No cambiar,1
2194,3,1,0,2,No cambiar,0
2195,3,0,1,2,No cambiar,0
2196,3,0,1,2,No cambiar,0
2197,3,2,2,1,No cambiar,1
2198,3,2,2,1,No cambiar,1
2199,3,0,1,2,No cambiar,0
2200,3,1,1,2,No cambiar,1
2201,3,0,0,1,No cambiar,1
2202,3,2,0,1,No cambiar,0
2203,3,1,2,0,No cambiar,0
2204,3,0,0,1,No cambiar,1
2205,3,2,2,0,No cambiar,1
2206,3,2,0,1,No cambiar,0
2207,3,2,2,1,No cambiar,1
2208,3,0,1,2,No cambiar,0
2209,3,0,0,2,No cambiar,1
2210,3,0,1,2,No cambiar,0
2211,3,2,1,0,No cambiar,0
2212,3,2,0,1,No cambiar,0
2213,3,1,0,2,No cambiar,0
2214,3,1,1,0,No cambiar,1
2215,3,1,0,2,No cambiar,0
2216,3,0,1,2,No cambiar,0
2217,3,1,0,2,No cambiar,0
2218,3,0,0,2,No cambiar,1
2219,3,0,2,1,No cambiar,0
2220,3,2,0,1,No cambiar,0
2221,3,0,1,2,No cambiar,0
2222,3,0,0,2,No cambiar,1
2223,3,0,0,1,No cambiar,1
2224,3,2,0,1,No cambiar,0
2225,3,1,2,0,No cambiar,0
2226,3,1,1,0,No cambiar,1
2227,3,1,1,0,No cambiar,1
2228,3,1,2,0,No cambiar,0
2229,3,1,1,2,No cambiar,1
2230,3,0,2,1,No cambiar,0
2231,3,2,1,0,No cambiar,0
2232,3,2,1,0,No cambiar,0
2233,3,0,1,2,No cambiar,0
2234,3,0,2,1,No cambiar,0
2235,3,0,0,2,No cambiar,1
2236,3,2,0,1,No cambiar,0
2237,3,1,2,0,No cambiar,0
2238,3,1,1,2,No cambiar,1
2239,3,0,0,1,No cambiar,1
2240,3,1,1,0,No cambiar,1
2241,3,0,1,2,No cambiar,0
2242,3,2,2,1,No cambiar,1
2243,3,0,2,1,No cambiar,0
2244,3,1,0,2,No cambiar,0
2245,3,0,1,2,No cambiar,0
2246,3,2,0,1,No cambiar,0
2247,3,0,2,1,No cambiar,0
2248,3,1,1,0,No cambiar,1
2249,3,0,0,2,No cambiar,1
2250,3,0,0,1,No cambiar,1
2251,3,2,2,0,No cambiar,1
2252,3,1,0,2,No cambiar,0
2253,3,0,0,1,No cambiar,1
2254,3,2,2,1,No cambiar,1
2255,3,2,1,0,No cambiar,0
2256,3,0,2,1,No cambiar,0
2257,3,0,0,2,No cambiar,1
2258,3,0,1,2,No cambiar,0
2259,3,2,2,1,No cambiar,1
2260,3,0,0,2,No cambiar,1
2261,3,2,1,0,No cambiar,0
2262,3,0,1,2,No cambiar,0
2263,3,2,1,0,No cambiar,0
2264,3,1,0,2,No cambiar,0
2265,3,1,2,0,No cambiar,0
2266,3,1,2,0,No cambiar,0
2267,3,1,1,2,No cambiar,1
2268,3,0,0,1,No cambiar,1
2269,3,1,2,0,No cambiar,0
2270,3,0,1,2,No cambiar,0
2271,3,2,1,0,No cambiar,0
2272,3,0,0,1,No cambiar,1
2273,3,1,0,2,No cambiar,0
2274,3,0,0,1,No cambiar,1
2275,3,2,1,0,No cambiar,0
2276,3,0,2,1,No cambiar,0
2277,3,0,0,1,No cambiar,1
2278,3,2,1,0,No cambiar,0
2279,3,0,2,1,No cambiar,0
2280,3,1,0,2,No cambiar,0
2281,3,1,0,2,No cambiar,0
2282,3,1,0,2,No cambiar,0
2283,3,0,1,2,No cambiar,0
2284,3,2,2,0,No cambiar,1
2285,3,2,2,1,No cambiar,1
2286,3,2,0,1,No cambiar,0
2287,3,0,1,2,No cambiar,0
2288,3,1,0,2,No cambiar,0
2289,3,2,1,0,No cambiar,0
2290,3,2,2,1,No cambiar,1
2291,3,1,1,2,No cambiar,1
2292,3,2,1,0,No cambiar,0
2293,3,2,1,0,No cambiar,0
2294,3,2,0,1,No cambiar,0
2295,3,0,0,2,No cambiar,1
2296,3,1,0,2,No cambiar,0
2297,3,0,2,1,No cambiar,0
2298,3,2,0,1,No cambiar,0
2299,3,0,0,2,No cambiar,1
2300,3,0,1,2,No cambiar,0
2301,3,2,2,0,No cambiar,1
2302,3,1,1,0,No cambiar,1
2303,3,1,0,2,No cambiar,0
2304,3,1,0,2,No cambiar,0
2305,3,0,0,2,No cambiar,1
2306,3,0,2,1,No cambiar,0
2307,3,2,0,1,No cambiar,0
2308,3,2,2,1,No cambiar,1
2309,3,0,0,2,No cambiar,1
2310,3,1,1,0,No cambiar,1
2311,3,2,0,1,No cambiar,0
2312,3,1,2,0,No cambiar,0
2313,3,2,2,1,No cambiar,1
2314,3,1,1,0,No cambiar,1
2315,3,2,1,0,No cambiar,0
2316,3,1,0,2,No cambiar,0
2317,3,0,1,2,No cambiar,0
2318,3,2,2,0,No cambiar,1
2319,3,2,1,0,No cambiar,0
2320,3,0,2,1,No cambiar,0
2321,3,0,2,1,No cambiar,0
2322,3,1,0,2,No cambiar,0
2323,3,1,2,0,No cambiar,0
2324,3,2,0,1,No cambiar,0
2325,3,0,1,2,No cambiar,0
2326,3,0,2,1,No cambiar,0
2327,3,2,2,1,No cambiar,1
2328,3,0,2,1,No cambiar,0
2329,3,2,1,0,No cambiar,0
2330,3,1,0,2,No cambiar,0
2331,3,0,1,2,No cambiar,0
2332,3,1,0,2,No cambiar,0
2333,3,1,1,2,No cambiar,1
2334,3,2,0,1,No cambiar,0
2335,3,1,2,0,No cambiar,0
2336,3,1,2,0,No cambiar,0
2337,3,2,2,1,No cambiar,1
2338,3,0,0,1,No cambiar,1
2339,3,0,2,1,No cambiar,0
2340,3,0,1,2,No cambiar,0
2341,3,2,1,0,No cambiar,0
2342,3,2,1,0,No cambiar,0
2343,3,0,0,1,No cambiar,1
2344,3,1,1,2,No cambiar,1
2345,3,0,0,2,No cambiar,1
2346,3,1,1,2,No cambiar,1
2347,3,0,1,2,No cambiar,0
2348,3,1,0,2,No cambiar,0
2349,3,1,0,2,No cambiar,0
2350,3,1,0,2,No cambiar,0
2351,3,0,0,1,No cambiar,1
2352,3,0,1,2,No cambiar,0
2353,3,1,2,0,No cambiar,0
2354,3,2,1,0,No cambiar,0
2355,3,0,0,1,No cambiar,1
2356,3,1,2,0,No cambiar,0
2357,3,2,2,1,No cambiar,1
2358,3,1,0,2,No cambiar,0
2359,3,0,1,2,No cambiar,0
2360,3,0,2,1,No cambiar,0
2361,3,0,0,2,No cambiar,1
2362,3,1,2,0,No cambiar,0
2363,3,1,0,2,No cambiar,0
2364,3,1,2,0,No cambiar,0
2365,3,0,0,2,No cambiar,1
2366,3,1,1,2,No cambiar,1
2367,3,0,2,1,No cambiar,0
2368,3,0,2,1,No cambiar,0
2369,3,1,0,2,No cambiar,0
2370,3,0,1,2,No cambiar,0
2371,3,2,1,0,No cambiar,0
2372,3,0,0,2,No cambiar,1
2373,3,0,1,2,No cambiar,0
2374,3,2,2,0,No cambiar,1
2375,3,2,1,0,No cambiar,0
2376,3,2,2,1,No cambiar,1
2377,3,1,0,2,No cambiar,0
2378,3,1,2,0,No cambiar,0
2379,3,2,0,1,No cambiar,0
2380,3,2,2,1,No cambiar,1
2381,3,2,0,1,No cambiar,0
2382,3,0,1,2,No cambiar,0
2383,3,0,1,2,No cambiar,0
2384,3,1,2,0,No cambiar,0
2385,3,1,0,2,No cambiar,0
2386,3,2,2,0,No cambiar,1
2387,3,1,1,0,No cambiar,1
2388,3,1,2,0,No cambiar,0
2389,3,1,0,2,No cambiar,0
2390,3,2,1,0,No cambiar,0
2391,3,1,0,2,No cambiar,0
2392,3,2,2,1,No cambiar,1
2393,3,0,2,1,No cambiar,0
2394,3,1,0,2,No cambiar,0
2395,3,1,1,0,No cambiar,1
2396,3,0,1,2,No cambiar,0
2397,3,2,2,0,No cambiar,1
2398,3,1,0,2,No cambiar,0
2399,3,0,0,2,No cambiar,1
2400,3,0,0,1,No cambiar,1
2401,3,0,2,1,No cambiar,0
2402,3,0,0,2,No cambiar,1
2403,3,0,0,2,No cambiar,1
2404,3,2,2,0,No cambiar,1
2405,3,0,0,1,No cambiar,1
2406,3,1,0,2,No cambiar,0
2407,3,1,0,2,No cambiar,0
2408,3,2,2,1,No cambiar,1
2409,3,1,2,0,No cambiar,0
2410,3,1,0,2,No cambiar,0
2411,3,2,0,1,No cambiar,0
2412,3,2,2,0,No cambiar,1
2413,3,2,2,0,No cambiar,1
2414,3,2,2,1,No cambiar,1
2415,3,1,2,0,No cambiar,0
2416,3,1,0,2,No cambiar,0
2417,3,0,1,2,No cambiar,0
2418,3,0,2,1,No cambiar,0
2419,3,2,2,1,No cambiar,1
2420,3,0,2,1,No cambiar,0
2421,3,0,0,1,No cambiar,1
2422,3,2,1,0,No cambiar,0
2423,3,2,0,1,No cambiar,0
2424,3,0,1,2,No cambiar,0
2425,3,2,1,0,No cambiar,0
2426,3,2,0,1,No cambiar,0
2427,3,1,0,2,No cambiar,0
2428,3,1,0,2,No cambiar,0
2429,3,0,2,1,No cambiar,0
2430,3,0,0,1,No cambiar,1
2431,3,2,1,0,No cambiar,0
2432,3,0,1,2,No cambiar,0
2433,3,1,1,0,No cambiar,1
2434,3,2,0,1,No cambiar,0
2435,3,0,1,2,No cambiar,0
2436,3,1,0,2,No cambiar,0
2437,3,0,1,2,No cambiar,0
2438,3,1,1,2,No cambiar,1
2439,3,0,1,2,No cambiar,0
2440,3,1,2,0,No cambiar,0
2441,3,1,0,2,No cambiar,0
2442,3,0,0,1,No cambiar,1
2443,3,2,0,1,No cambiar,0
2444,3,0,0,2,No cambiar,1
2445,3,2,2,0,No cambiar,1
2446,3,1,2,0,No cambiar,0
2447,3,0,2,1,No cambiar,0
2448,3,2,1,0,No cambiar,0
2449,3,2,1,0,No cambiar,0
2450,3,2,2,0,No cambiar,1
2451,3,0,2,1,No cambiar,0
2452,3,1,1,2,No cambiar,1
2453,3,1,1,0,No cambiar,1
2454,3,0,0,1,No cambiar,1
2455,3,0,0,1,No cambiar,1
2456,3,2,1,0,No cambiar,0
2457,3,1,0,2,No cambiar,0
2458,3,2,2,1,No cambiar,1
2459,3,0,2,1,No cambiar,0
2460,3,1,0,2,No cambiar,0
2461,3,1,2,0,No cambiar,0
2462,3,2,1,0,No cambiar,0
2463,3,2,2,1,No cambiar,1
2464,3,2,0,1,No cambiar,0
2465,3,2,2,1,No cambiar,1
2466,3,2,2,1,No cambiar,1
2467,3,2,0,1,No cambiar,0
2468,3,0,1,2,No cambiar,0
2469,3,1,1,0,No cambiar,1
2470,3,2,2,0,No cambiar,1
2471,3,2,0,1,No cambiar,0
2472,3,0,2,1,No cambiar,0
2473,3,0,0,1,No cambiar,1
2474,3,0,0,2,No cambiar,1
2475,3,0,0,1,No cambiar,1
2476,3,0,2,1,No cambiar,0
2477,3,2,2,0,No cambiar,1
2478,3,0,2,1,No cambiar,0
2479,3,1,1,0,No cambiar,1
2480,3,1,2,0,No cambiar,0
2481,3,1,1,0,No cambiar,1
2482,3,0,0,1,No cambiar,1
2483,3,2,0,1,No cambiar,0
2484,3,2,1,0,No cambiar,0
2485,3,1,2,0,No cambiar,0
2486,3,2,2,0,No cambiar,1
2487,3,1,0,2,No cambiar,0
2488,3,2,2,1,No cambiar,1
2489,3,0,2,1,No cambiar,0
2490,3,2,1,0,No cambiar,0
2491,3,2,2,1,No cambiar,1
2492,3,2,1,0,No cambiar,0
2493,3,1,0,2,No cambiar,0
2494,3,2,1,0,No cambiar,0
2495,3,0,0,1,No cambiar,1
2496,3,1,0,2,No cambiar,0
2497,3,2,2,0,No cambiar,1
2498,3,2,2,0,No cambiar,1
2499,3,1,0,2,No cambiar,0
2500,3,1,2,0,No cambiar,0
2501,3,1,2,0,No cambiar,0
2502,3,2,2,0,No cambiar,1
2503,3,0,1,2,No cambiar,0
2504,3,2,2,1,No cambiar,1
2505,3,1,0,2,No cambiar,0
2506,3,1,2,0,No cambiar,0
2507,3,1,0,2,No cambiar,0
2508,3,2,0,1,No cambiar,0
2509,3,0,2,1,No cambiar,0
2510,3,1,2,0,No cambiar,0
2511,3,1,1,2,No cambiar,1
2512,3,1,0,2,No cambiar,0
2513,3,0,0,2,No cambiar,1
2514,3,1,2,0,No cambiar,0
2515,3,1,2,0,No cambiar,0
2516,3,2,2,1,No cambiar,1
2517,3,2,0,1,No cambiar,0
2518,3,0,1,2,No cambiar,0
2519,3,2,2,0,No cambiar,1
2520,3,2,0,1,No cambiar,0
2521,3,1,2,0,No cambiar,0
2522,3,2,0,1,No cambiar,0
2523,3,0,0,1,No cambiar,1
2524,3,2,2,1,No cambiar,1
2525,3,0,1,2,No cambiar,0
2526,3,2,0,1,No cambiar,0
2527,3,1,0,2,No cambiar,0
2528,3,1,2,0,No cambiar,0
2529,3,1,1,0,No cambiar,1
2530,3,2,0,1,No cambiar,0
2531,3,1,2,0,No cambiar,0
2532,3,0,1,2,No cambiar,0
2533,3,2,2,0,No cambiar,1
2534,3,2,0,1,No cambiar,0
2535,3,0,2,1,No cambiar,0
2536,3,0,2,1,No cambiar,0
2537,3,2,2,0,No cambiar,1
2538,3,0,2,1,No cambiar,0
2539,3,2,1,0,No cambiar,0
2540,3,0,2,1,No cambiar,0
2541,3,0,0,1,No cambiar,1
2542,3,2,2,0,No cambiar,1
2543,3,0,1,2,No cambiar,0
2544,3,1,1,2,No cambiar,1
2545,3,2,1,0,No cambiar,0
2546,3,0,0,2,No cambiar,1
2547,3,2,0,1,No cambiar,0
2548,3,0,1,2,No cambiar,0
2549,3,2,2,1,No cambiar,1
2550,3,2,1,0,No cambiar,0
2551,3,1,2,0,No cambiar,0
2552,3,1,1,2,No cambiar,1
2553,3,0,0,2,No cambiar,1
2554,3,2,1,0,No cambiar,0
2555,3,0,2,1,No cambiar,0
2556,3,1,1,2,No cambiar,1
2557,3,1,2,0,No cambiar,0
2558,3,2,2,1,No cambiar,1
2559,3,0,0,1,No cambiar,1
2560,3,1,2,0,No cambiar,0
2561,3,0,1,2,No cambiar,0
2562,3,0,2,1,No cambiar,0
2563,3,1,2,0,No cambiar,0
2564,3,1,2,0,No cambiar,0
2565,3,1,1,2,No cambiar,1
2566,3,0,1,2,No cambiar,0
2567,3,2,2,0,No cambiar,1
2568,3,1,1,0,No cambiar,1
2569,3,2,2,1,No cambiar,1
2570,3,0,1,2,No cambiar,0
2571,3,1,2,0,No cambiar,0
2572,3,0,1,2,No cambiar,0
2573,3,2,2,0,No cambiar,1
2574,3,1,1,2,No cambiar,1
2575,3,1,0,2,No cambiar,0
2576,3,0,2,1,No cambiar,0
2577,3,0,2,1,No cambiar,0
2578,3,2,1,0,No cambiar,0
2579,3,2,0,1,No cambiar,0
2580,3,0,1,2,No cambiar,0
2581,3,0,2,1,No cambiar,0
2582,3,0,1,2,No cambiar,0
