simulacion_id,num_puertas,premio,eleccion_inicial,puerta_abierta,estrategia,resultado
44143,3,0,0,1,No cambiar,1
44144,3,0,0,2,No cambiar,1
44145,3,0,2,1,No cambiar,0
44146,3,2,0,1,No cambiar,0
44147,3,1,1,2,No cambiar,1
44148,3,0,2,1,No cambiar,0
44149,3,0,2,1,No cambiar,0
44150,3,0,1,2,No cambiar,0
44151,3,1,2,0,No cambiar,0
44152,3,2,0,1,No cambiar,0
44153,3,1,2,0,No cambiar,0
44154,3,2,1,0,No cambiar,0
44155,3,2,1,0,No cambiar,0
44156,3,0,1,2,No cambiar,0
44157,3,2,1,0,No cambiar,0
44158,3,1,0,2,No cambiar,0
44159,3,2,1,0,No cambiar,0
44160,3,1,2,0,No cambiar,0
44161,3,0,1,2,No cambiar,0
44162,3,1,2,0,No cambiar,0
44163,3,1,2,0,No cambiar,0
44164,3,0,2,1,No cambiar,0
44165,3,2,2,0,No cambiar,1
44166,3,0,1,2,No cambiar,0
44167,3,1,0,2,No cambiar,0
44168,3,1,1,2,No cambiar,1
44169,3,2,1,0,No cambiar,0
44170,3,1,1,2,No cambiar,1
44171,3,2,2,0,No cambiar,1
44172,3,2,2,0,No cambiar,1
44173,3,0,0,2,No cambiar,1
44174,3,1,0,2,No cambiar,0
44175,3,0,0,2,No cambiar,1
44176,3,0,1,2,No cambiar,0
44177,3,1,2,0,No cambiar,0
44178,3,2,1,0,No cambiar,0
44179,3,2,2,1,No cambiar,1
44180,3,1,2,0,No cambiar,0
44181,3,2,2,0,No cambiar,1
44182,3,1,1,0,No cambiar,1
44183,3,0,0,1,No cambiar,1
44184,3,0,1,2,No cambiar,0
44185,3,0,0,1,No cambiar,1
44186,3,1,0,2,No cambiar,0
44187,3,1,2,0,No cambiar,0
44188,3,0,2,1,No cambiar,0
44189,3,0,1,2,No cambiar,0
44190,3,0,0,1,No cambiar,1
44191,3,0,0,1,No cambiar,1
44192,3,1,1,2,No cambiar,1
44193,3,0,2,1,No cambiar,0
44194,3,1,0,2,No cambiar,0
44195,3,2,1,0,No cambiar,0
44196,3,2,0,1,No cambiar,0
44197,3,0,0,1,No cambiar,1
44198,3,0,1,2,No cambiar,0
44199,3,1,2,0,No cambiar,0
44200,3,1,2,0,No cambiar,0
44201,3,0,1,2,No cambiar,0
44202,3,2,2,1,No cambiar,1
44203,3,2,1,0,No cambiar,0
44204,3,2,2,0,No cambiar,1
44205,3,0,0,1,No cambiar,1
44206,3,0,1,2,No cambiar,0
44207,3,2,1,0,No cambiar,0
44208,3,1,1,2,No cambiar,1
44209,3,2,0,1,No cambiar,0
44210,3,2,2,1,No cambiar,1
44211,3,0,1,2,No cambiar,0
44212,3,1,2,0,No cambiar,0
44213,3,0,2,1,No cambiar,0
44214,3,1,2,0,No cambiar,0
44215,3,2,1,0,No cambiar,0
44216,3,2,1,0,No cambiar,0
44217,3,1,1,0,No cambiar,1
44218,3,0,1,2,No cambiar,0
44219,3,0,1,2,No cambiar,0
44220,3,1,1,2,No cambiar,1
44221,3,0,1,2,No cambiar,0
44222,3,0,2,1,No cambiar,0
44223,3,0,0,2,No cambiar,1
44224,3,1,1,2,No cambiar,1
44225,3,2,2,0,No cambiar,1
44226,3,0,2,1,No cambiar,0
44227,3,1,1,0,No cambiar,1
44228,3,0,1,2,No cambiar,0
44229,3,1,1,2,No cambiar,1
44230,3,2,2,0,No cambiar,1
44231,3,1,1,2,No cambiar,1
44232,3,0,1,2,No cambiar,0
44233,3,2,1,0,No cambiar,0
44234,3,0,1,2,No cambiar,0
44235,3,2,1,0,No cambiar,0
44236,3,2,0,1,No cambiar,0
44237,3,2,1,0,No cambiar,0
44238,3,1,2,0,No cambiar,0
44239,3,0,2,1,No cambiar,0
44240,3,2,1,0,No cambiar,0
44241,3,1,0,2,No cambiar,0
44242,3,2,2,0,No cambiar,1
44243,3,0,2,1,No cambiar,0
44244,3,0,2,1,No cambiar,0
44245,3,1,1,2,No cambiar,1
44246,3,1,2,0,No cambiar,0
44247,3,1,2,0,No cambiar,0
44248,3,2,1,0,No cambiar,0
44249,3,2,2,1,No cambiar,1
44250,3,1,1,0,No cambiar,1
44251,3,1,0,2,No cambiar,0
44252,3,0,1,2,No cambiar,0
44253,3,2,2,0,No cambiar,1
44254,3,2,0,1,No cambiar,0
44255,3,1,0,2,No cambiar,0
44256,3,2,1,0,No cambiar,0
44257,3,2,0,1,No cambiar,0
44258,3,2,0,1,No cambiar,0
44259,3,2,1,0,No cambiar,0
44260,3,1,0,2,No cambiar,0
44261,3,0,0,2,No cambiar,1
44262,3,1,0,2,No cambiar,0
44263,3,1,1,0,No cambiar,1
44264,3,2,0,1,No cambiar,0
44265,3,0,1,2,No cambiar,0
44266,3,0,1,2,No cambiar,0
44267,3,0,1,2,No cambiar,0
44268,3,1,1,0,No cambiar,1
44269,3,0,0,1,No cambiar,1
44270,3,1,2,0,No cambiar,0
44271,3,0,2,1,No cambiar,0
44272,3,0,1,2,No cambiar,0
44273,3,2,0,1,No cambiar,0
44274,3,1,0,2,No cambiar,0
44275,3,0,0,1,No cambiar,1
44276,3,1,0,2,No cambiar,0
44277,3,0,0,1,No cambiar,1
44278,3,1,1,2,No cambiar,1
44279,3,1,2,0,No cambiar,0
44280,3,2,2,0,No cambiar,1
44281,3,0,0,1,No cambiar,1
44282,3,0,1,2,No cambiar,0
44283,3,2,2,1,No cambiar,1
44284,3,2,0,1,No cambiar,0
44285,3,0,2,1,No cambiar,0
44286,3,1,2,0,No cambiar,0
44287,3,0,2,1,No cambiar,0
44288,3,1,2,0,No cambiar,0
44289,3,1,2,0,No cambiar,0
44290,3,1,1,2,No cambiar,1
44291,3,1,0,2,No cambiar,0
44292,3,2,0,1,No cambiar,0
44293,3,1,1,0,No cambiar,1
44294,3,1,2,0,No cambiar,0
44295,3,0,0,1,No cambiar,1
44296,3,0,1,2,No cambiar,0
44297,3,2,2,1,No cambiar,1
44298,3,1,2,0,No cambiar,0
44299,3,1,1,0,No cambiar,1
44300,3,1,0,2,No cambiar,0
44301,3,1,2,0,No cambiar,0
44302,3,1,2,0,No cambiar,0
44303,3,1,1,0,No cambiar,1
44304,3,1,0,2,No cambiar,0
44305,3,0,0,1,No cambiar,1
44306,3,0,1,2,No cambiar,0
44307,3,2,2,0,No cambiar,1
44308,3,0,1,2,No cambiar,0
44309,3,1,2,0,No cambiar,0
44310,3,2,2,1,No cambiar,1
44311,3,2,1,0,No cambiar,0
44312,3,1,0,2,No cambiar,0
44313,3,0,0,2,No cambiar,1
44314,3,1,2,0,No cambiar,0
44315,3,0,2,1,No cambiar,0
44316,3,1,0,2,No cambiar,0
44317,3,1,1,2,No cambiar,1
44318,3,0,2,1,No cambiar,0
44319,3,2,2,0,No cambiar,1
44320,3,2,1,0,No cambiar,0
44321,3,2,0,1,No cambiar,0
44322,3,0,2,1,No cambiar,0
44323,3,2,2,1,No cambiar,1
44324,3,2,0,1,No cambiar,0
44325,3,0,2,1,No cambiar,0
44326,3,2,1,0,No cambiar,0
44327,3,0,1,2,No cambiar,0
44328,3,2,2,0,No cambiar,1
44329,3,1,0,2,No cambiar,0
44330,3,2,2,0,No cambiar,1
44331,3,1,2,0,No cambiar,0
44332,3,0,1,2,No cambiar,0
44333,3,2,2,0,No cambiar,1
44334,3,2,0,1,No cambiar,0
44335,3,0,0,2,No cambiar,1
44336,3,2,0,1,No cambiar,0
44337,3,1,1,0,No cambiar,1
44338,3,1,0,2,No cambiar,0
44339,3,0,1,2,No cambiar,0
44340,3,1,2,0,No cambiar,0
44341,3,0,0,2,No cambiar,1
44342,3,2,2,0,No cambiar,1
44343,3,2,2,0,No cambiar,1
44344,3,2,0,1,No cambiar,0
44345,3,2,0,1,No cambiar,0
44346,3,2,2,1,No cambiar,1
44347,3,0,1,2,No cambiar,0
44348,3,1,0,2,No cambiar,0
44349,3,2,1,0,No cambiar,0
44350,3,1,2,0,No cambiar,0
44351,3,0,1,2,No cambiar,0
44352,3,1,0,2,No cambiar,0
44353,3,2,1,0,No cambiar,0
44354,3,2,2,1,No cambiar,1
44355,3,2,0,1,No cambiar,0
44356,3,0,2,1,No cambiar,0
44357,3,1,0,2,No cambiar,0
44358,3,1,1,0,No cambiar,1
44359,3,2,0,1,No cambiar,0
44360,3,0,2,1,No cambiar,0
44361,3,2,1,0,No cambiar,0
44362,3,0,1,2,No cambiar,0
44363,3,2,1,0,No cambiar,0
44364,3,0,2,1,No cambiar,0
44365,3,1,0,2,No cambiar,0
44366,3,0,0,1,No cambiar,1
44367,3,2,2,1,No cambiar,1
44368,3,2,2,0,No cambiar,1
44369,3,0,0,1,No cambiar,1
44370,3,2,0,1,No cambiar,0
44371,3,2,0,1,No cambiar,0
44372,3,2,1,0,No cambiar,0
44373,3,0,1,2,No cambiar,0
44374,3,1,0,2,No cambiar,0
44375,3,1,0,2,No cambiar,0
44376,3,1,1,2,No cambiar,1
44377,3,2,1,0,No cambiar,0
44378,3,1,1,2,No cambiar,1
44379,3,2,2,0,No cambiar,1
44380,3,0,1,2,No cambiar,0
44381,3,0,2,1,No cambiar,0
44382,3,2,0,1,No cambiar,0
44383,3,1,2,0,No cambiar,0
44384,3,1,0,2,No cambiar,0
44385,3,0,1,2,No cambiar,0
44386,3,1,1,2,No cambiar,1
44387,3,1,2,0,No cambiar,0
44388,3,0,2,1,No cambiar,0
44389,3,2,2,0,No cambiar,1
44390,3,2,1,0,No cambiar,0
44391,3,2,0,1,No cambiar,0
44392,3,2,2,1,No cambiar,1
44393,3,2,0,1,No cambiar,0
44394,3,1,2,0,No cambiar,0
44395,3,2,0,1,No cambiar,0
44396,3,1,1,2,No cambiar,1
44397,3,1,2,0,No cambiar,0
44398,3,2,2,1,No cambiar,1
44399,3,2,1,0,No cambiar,0
44400,3,0,2,1,No cambiar,0
44401,3,1,1,0,No cambiar,1
44402,3,1,2,0,No cambiar,0
44403,3,1,0,2,No cambiar,0
44404,3,1,0,2,No cambiar,0
44405,3,2,1,0,No cambiar,0
44406,3,0,2,1,No cambiar,0
44407,3,2,1,0,No cambiar,0
44408,3,0,0,2,No cambiar,1
44409,3,0,2,1,No cambiar,0
44410,3,2,1,0,No cambiar,0
44411,3,0,0,2,No cambiar,1
44412,3,2,2,1,No cambiar,1
44413,3,1,2,0,No cambiar,0
44414,3,2,1,0,No cambiar,0
44415,3,0,0,1,No cambiar,1
44416,3,1,2,0,No cambiar,0
44417,3,1,0,2,No cambiar,0
44418,3,0,0,2,No cambiar,1
44419,3,2,1,0,No cambiar,0
44420,3,2,0,1,No cambiar,0
44421,3,2,2,1,No cambiar,1
44422,3,1,2,0,No cambiar,0
44423,3,2,0,1,No cambiar,0
44424,3,1,0,2,No cambiar,0
44425,3,1,1,2,No cambiar,1
44426,3,0,2,1,No cambiar,0
44427,3,2,2,1,No cambiar,1
44428,3,0,0,1,No cambiar,1
44429,3,0,0,1,No cambiar,1
44430,3,0,1,2,No cambiar,0
44431,3,0,1,2,No cambiar,0
44432,3,1,0,2,No cambiar,0
44433,3,1,0,2,No cambiar,0
44434,3,1,1,2,No cambiar,1
44435,3,1,1,2,No cambiar,1
44436,3,0,2,1,No cambiar,0
44437,3,2,2,0,No cambiar,1
44438,3,2,2,0,No cambiar,1
44439,3,0,0,1,No cambiar,1
44440,3,1,2,0,No cambiar,0
44441,3,0,0,2,No cambiar,1
44442,3,0,2,1,No cambiar,0
44443,3,1,0,2,No cambiar,0
44444,3,1,1,0,No cambiar,1
44445,3,0,2,1,No cambiar,0
44446,3,2,1,0,No cambiar,0
44447,3,1,2,0,No cambiar,0
44448,3,2,0,1,No cambiar,0
44449,3,1,1,0,No cambiar,1
44450,3,2,2,1,No cambiar,1
44451,3,2,1,0,No cambiar,0
44452,3,1,0,2,No cambiar,0
44453,3,1,0,2,No cambiar,0
44454,3,0,2,1,No cambiar,0
44455,3,2,2,0,No cambiar,1
44456,3,2,2,1,No cambiar,1
44457,3,2,2,0,No cambiar,1
44458,3,0,2,1,No cambiar,0
44459,3,0,2,1,No cambiar,0
44460,3,2,0,1,No cambiar,0
44461,3,1,2,0,No cambiar,0
44462,3,1,1,2,No cambiar,1
44463,3,2,1,0,No cambiar,0
44464,3,2,0,1,No cambiar,0
44465,3,1,1,0,No cambiar,1
44466,3,1,2,0,No cambiar,0
44467,3,0,2,1,No cambiar,0
44468,3,1,0,2,No cambiar,0
44469,3,1,2,0,No cambiar,0
44470,3,2,2,0,No cambiar,1
44471,3,2,0,1,No cambiar,0
44472,3,2,0,1,No cambiar,0
44473,3,1,0,2,No cambiar,0
44474,3,2,1,0,No cambiar,0
44475,3,2,2,1,No cambiar,1
44476,3,0,1,2,No cambiar,0
44477,3,1,1,0,No cambiar,1
44478,3,2,0,1,No cambiar,0
44479,3,2,2,0,No cambiar,1
44480,3,2,0,1,No cambiar,0
44481,3,1,0,2,No cambiar,0
44482,3,1,1,0,No cambiar,1
44483,3,1,0,2,No cambiar,0
44484,3,0,0,1,No cambiar,1
44485,3,1,0,2,No cambiar,0
44486,3,2,2,1,No cambiar,1
44487,3,2,0,1,No cambiar,0
44488,3,0,1,2,No cambiar,0
44489,3,2,1,0,No cambiar,0
44490,3,1,1,2,No cambiar,1
44491,3,2,2,1,No cambiar,1
44492,3,2,2,1,No cambiar,1
44493,3,1,0,2,No cambiar,0
44494,3,2,2,0,No cambiar,1
44495,3,2,0,1,No cambiar,0
44496,3,0,1,2,No cambiar,0
44497,3,0,1,2,No cambiar,0
44498,3,2,2,0,No cambiar,1
44499,3,1,2,0,No cambiar,0
44500,3,1,1,0,No cambiar,1
44501,3,1,2,0,No cambiar,0
44502,3,2,1,0,No cambiar,0
44503,3,2,2,1,No cambiar,1
44504,3,2,1,0,No cambiar,0
44505,3,0,1,2,No cambiar,0
44506,3,2,1,0,No cambiar,0
44507,3,2,2,1,No cambiar,1
44508,3,0,2,1,No cambiar,0
44509,3,0,0,2,No cambiar,1
44510,3,1,2,0,No cambiar,0
44511,3,0,1,2,No cambiar,0
44512,3,0,2,1,No cambiar,0
44513,3,0,1,2,No cambiar,0
44514,3,2,1,0,No cambiar,0
44515,3,0,1,2,No cambiar,0
44516,3,2,2,1,No cambiar,1
44517,3,1,0,2,No cambiar,0
44518,3,0,0,1,No cambiar,1
44519,3,1,1,0,No cambiar,1
44520,3,0,0,1,No cambiar,1
44521,3,0,2,1,No cambiar,0
44522,3,1,2,0,No cambiar,0
44523,3,2,0,1,No cambiar,0
44524,3,2,2,0,No cambiar,1
44525,3,1,0,2,No cambiar,0
44526,3,2,2,0,No cambiar,1
44527,3,1,1,2,No cambiar,1
44528,3,1,2,0,No cambiar,0
44529,3,0,1,2,No cambiar,0
44530,3,0,2,1,No cambiar,0
44531,3,2,1,0,No cambiar,0
44532,3,0,0,2,No cambiar,1
44533,3,0,1,2,No cambiar,0
44534,3,1,1,2,No cambiar,1
44535,3,1,1,2,No cambiar,1
44536,3,1,0,2,No cambiar,0
44537,3,0,2,1,No cambiar,0
44538,3,1,0,2,No cambiar,0
44539,3,2,0,1,No cambiar,0
44540,3,0,1,2,No cambiar,0
44541,3,1,0,2,No cambiar,0
44542,3,2,2,0,No cambiar,1
44543,3,2,2,1,No cambiar,1
44544,3,1,2,0,No cambiar,0
44545,3,1,0,2,No cambiar,0
44546,3,1,2,0,No cambiar,0
44547,3,0,1,2,No cambiar,0
44548,3,0,0,2,No cambiar,1
44549,3,2,2,1,No cambiar,1
44550,3,0,1,2,No cambiar,0
44551,3,1,2,0,No cambiar,0
44552,3,2,1,0,No cambiar,0
44553,3,0,0,1,No cambiar,1
44554,3,1,0,2,No cambiar,0
44555,3,0,2,1,No cambiar,0
44556,3,0,0,1,No cambiar,1
44557,3,0,2,1,No cambiar,0
44558,3,2,0,1,No cambiar,0
44559,3,0,0,2,No cambiar,1
44560,3,0,1,2,No cambiar,0
44561,3,0,2,1,No cambiar,0
44562,3,1,1,0,No cambiar,1
44563,3,0,0,1,No cambiar,1
44564,3,2,1,0,No cambiar,0
44565,3,1,2,0,No cambiar,0
44566,3,1,0,2,No cambiar,0
44567,3,0,1,2,No cambiar,0
44568,3,2,0,1,No cambiar,0
44569,3,0,2,1,No cambiar,0
44570,3,2,0,1,No cambiar,0
44571,3,0,1,2,No cambiar,0
44572,3,1,2,0,No cambiar,0
44573,3,1,1,2,No cambiar,1
44574,3,1,0,2,No cambiar,0
44575,3,0,2,1,No cambiar,0
44576,3,1,0,2,No cambiar,0
44577,3,1,0,2,No cambiar,0
44578,3,2,1,0,No cambiar,0
44579,3,2,2,1,No cambiar,1
44580,3,1,0,2,No cambiar,0
44581,3,1,2,0,No cambiar,0
44582,3,2,2,0,No cambiar,1
44583,3,1,2,0,No cambiar,0
44584,3,2,2,0,No cambiar,1
44585,3,1,0,2,No cambiar,0
44586,3,0,2,1,No cambiar,0
44587,3,0,0,1,No cambiar,1
44588,3,0,1,2,No cambiar,0
44589,3,2,0,1,No cambiar,0
44590,3,1,1,2,No cambiar,1
44591,3,0,1,2,No cambiar,0
44592,3,2,1,0,No cambiar,0
44593,3,2,0,1,No cambiar,0
44594,3,0,0,2,No cambiar,1
44595,3,0,1,2,No cambiar,0
44596,3,1,0,2,No cambiar,0
44597,3,2,1,0,No cambiar,0
44598,3,2,2,1,No cambiar,1
44599,3,0,0,2,No cambiar,1
44600,3,0,2,1,No cambiar,0
44601,3,2,0,1,No cambiar,0
44602,3,1,1,2,No cambiar,1
44603,3,0,0,1,No cambiar,1
44604,3,1,2,0,No cambiar,0
44605,3,2,1,0,No cambiar,0
44606,3,2,2,1,No cambiar,1
44607,3,1,0,2,No cambiar,0
44608,3,1,1,2,No cambiar,1
44609,3,1,0,2,No cambiar,0
44610,3,2,1,0,No cambiar,0
44611,3,0,1,2,No cambiar,0
44612,3,0,1,2,No cambiar,0
44613,3,2,0,1,No cambiar,0
44614,3,1,1,2,No cambiar,1
44615,3,2,2,0,No cambiar,1
44616,3,1,0,2,No cambiar,0
44617,3,2,0,1,No cambiar,0
44618,3,0,2,1,No cambiar,0
44619,3,1,0,2,No cambiar,0
44620,3,2,1,0,No cambiar,0
44621,3,1,2,0,No cambiar,0
44622,3,0,0,2,No cambiar,1
44623,3,1,2,0,No cambiar,0
44624,3,2,2,1,No cambiar,1
44625,3,1,1,2,No cambiar,1
44626,3,0,1,2,No cambiar,0
44627,3,2,0,1,No cambiar,0
44628,3,2,2,1,No cambiar,1
44629,3,1,1,0,No cambiar,1
44630,3,0,2,1,No cambiar,0
44631,3,1,1,2,No cambiar,1
44632,3,2,0,1,No cambiar,0
44633,3,2,0,1,No cambiar,0
44634,3,2,1,0,No cambiar,0
44635,3,1,2,0,No cambiar,0
44636,3,0,1,2,No cambiar,0
44637,3,2,0,1,No cambiar,0
44638,3,0,2,1,No cambiar,0
44639,3,1,0,2,No cambiar,0
44640,3,1,2,0,No cambiar,0
44641,3,0,2,1,No cambiar,0
44642,3,1,1,0,No cambiar,1
44643,3,1,2,0,No cambiar,0
44644,3,0,2,1,No cambiar,0
44645,3,0,0,1,No cambiar,1
44646,3,0,2,1,No cambiar,0
44647,3,0,1,2,No cambiar,0
44648,3,2,0,1,No cambiar,0
44649,3,0,0,1,No cambiar,1
44650,3,1,1,0,No cambiar,1
44651,3,2,2,1,No cambiar,1
44652,3,2,2,1,No cambiar,1
44653,3,0,2,1,No cambiar,0
44654,3,0,2,1,No cambiar,0
44655,3,2,2,0,No cambiar,1
44656,3,1,0,2,No cambiar,0
44657,3,1,1,2,No cambiar,1
44658,3,1,1,0,No cambiar,1
44659,3,1,2,0,No cambiar,0
44660,3,1,1,2,No cambiar,1
44661,3,2,2,0,No cambiar,1
44662,3,2,1,0,No cambiar,0
44663,3,1,1,2,No cambiar,1
44664,3,1,2,0,No cambiar,0
44665,3,1,0,2,No cambiar,0
44666,3,2,1,0,No cambiar,0
44667,3,1,0,2,No cambiar,0
44668,3,2,0,1,No cambiar,0
44669,3,0,0,2,No cambiar,1
44670,3,2,1,0,No cambiar,0
44671,3,2,1,0,No cambiar,0
44672,3,1,2,0,No cambiar,0
44673,3,2,0,1,No cambiar,0
44674,3,0,0,2,No cambiar,1
44675,3,1,0,2,No cambiar,0
44676,3,0,0,2,No cambiar,1
44677,3,1,0,2,No cambiar,0
44678,3,1,1,2,No cambiar,1
44679,3,0,2,1,No cambiar,0
44680,3,1,1,0,No cambiar,1
44681,3,1,1,0,No cambiar,1
44682,3,2,0,1,No cambiar,0
44683,3,1,1,0,No cambiar,1
44684,3,2,2,1,No cambiar,1
44685,3,2,2,1,No cambiar,1
44686,3,2,0,1,No cambiar,0
44687,3,1,0,2,No cambiar,0
44688,3,2,2,1,No cambiar,1
44689,3,2,0,1,No cambiar,0
44690,3,0,1,2,No cambiar,0
44691,3,1,2,0,No cambiar,0
44692,3,2,2,0,No cambiar,1
44693,3,2,2,0,No cambiar,1
44694,3,2,0,1,No cambiar,0
44695,3,1,2,0,No cambiar,0
44696,3,0,2,1,No cambiar,0
44697,3,2,1,0,No cambiar,0
44698,3,0,2,1,No cambiar,0
44699,3,0,1,2,No cambiar,0
44700,3,1,2,0,No cambiar,0
44701,3,2,1,0,No cambiar,0
44702,3,2,2,0,No cambiar,1
44703,3,0,1,2,No cambiar,0
44704,3,1,2,0,No cambiar,0
44705,3,2,0,1,No cambiar,0
44706,3,2,1,0,No cambiar,0
44707,3,2,2,1,No cambiar,1
44708,3,0,1,2,No cambiar,0
44709,3,1,2,0,No cambiar,0
44710,3,2,2,0,No cambiar,1
44711,3,1,2,0,No cambiar,0
44712,3,0,1,2,No cambiar,0
44713,3,2,2,1,No cambiar,1
44714,3,2,2,1,No cambiar,1
44715,3,2,0,1,No cambiar,0
44716,3,2,0,1,No cambiar,0
44717,3,1,2,0,No cambiar,0
44718,3,1,2,0,No cambiar,0
44719,3,2,2,1,No cambiar,1
44720,3,1,1,2,No cambiar,1
44721,3,1,1,2,No cambiar,1
44722,3,0,2,1,No cambiar,0
44723,3,0,2,1,No cambiar,0
44724,3,2,0,1,No cambiar,0
44725,3,0,0,1,No cambiar,1
44726,3,0,2,1,No cambiar,0
44727,3,0,1,2,No cambiar,0
44728,3,1,2,0,No cambiar,0
44729,3,0,0,2,No cambiar,1
44730,3,1,2,0,No cambiar,0
44731,3,0,1,2,No cambiar,0
44732,3,2,0,1,No cambiar,0
44733,3,1,0,2,No cambiar,0
44734,3,2,2,0,No cambiar,1
44735,3,1,1,0,No cambiar,1
44736,3,0,1,2,No cambiar,0
44737,3,0,2,1,No cambiar,0
44738,3,1,2,0,No cambiar,0
44739,3,2,0,1,No cambiar,0
44740,3,1,1,0,No cambiar,1
44741,3,1,2,0,No cambiar,0
44742,3,2,1,0,No cambiar,0
44743,3,1,0,2,No cambiar,0
44744,3,1,1,0,No cambiar,1
44745,3,2,2,1,No cambiar,1
44746,3,2,2,0,No cambiar,1
44747,3,1,1,0,No cambiar,1
44748,3,1,1,0,No cambiar,1
44749,3,0,0,2,No cambiar,1
44750,3,1,2,0,No cambiar,0
44751,3,1,2,0,No cambiar,0
44752,3,0,1,2,No cambiar,0
44753,3,1,2,0,No cambiar,0
44754,3,0,0,1,No cambiar,1
44755,3,2,0,1,No cambiar,0
44756,3,1,2,0,No cambiar,0
44757,3,1,2,0,No cambiar,0
44758,3,0,1,2,No cambiar,0
44759,3,1,1,0,No cambiar,1
44760,3,1,1,0,No cambiar,1
44761,3,0,0,1,No cambiar,1
44762,3,2,1,0,No cambiar,0
44763,3,0,2,1,No cambiar,0
44764,3,0,0,2,No cambiar,1
44765,3,2,2,1,No cambiar,1
44766,3,1,0,2,No cambiar,0
44767,3,0,1,2,No cambiar,0
44768,3,1,2,0,No cambiar,0
44769,3,2,2,1,No cambiar,1
44770,3,1,1,0,No cambiar,1
44771,3,2,1,0,No cambiar,0
44772,3,2,2,0,No cambiar,1
44773,3,1,0,2,No cambiar,0
44774,3,0,0,2,No cambiar,1
44775,3,1,0,2,No cambiar,0
44776,3,0,0,2,No cambiar,1
44777,3,1,0,2,No cambiar,0
44778,3,1,2,0,No cambiar,0
44779,3,1,2,0,No cambiar,0
44780,3,1,1,0,No cambiar,1
44781,3,2,0,1,No cambiar,0
44782,3,2,2,1,No cambiar,1
44783,3,1,2,0,No cambiar,0
44784,3,0,0,2,No cambiar,1
44785,3,1,0,2,No cambiar,0
44786,3,1,0,2,No cambiar,0
44787,3,1,0,2,No cambiar,0
44788,3,0,0,1,No cambiar,1
44789,3,2,1,0,No cambiar,0
44790,3,2,2,0,No cambiar,1
44791,3,1,2,0,No cambiar,0
44792,3,1,2,0,No cambiar,0
44793,3,2,0,1,No cambiar,0
44794,3,1,2,0,No cambiar,0
44795,3,1,1,2,No cambiar,1
44796,3,2,0,1,No cambiar,0
44797,3,1,0,2,No cambiar,0
44798,3,1,1,2,No cambiar,1
44799,3,2,0,1,No cambiar,0
44800,3,2,1,0,No cambiar,0
44801,3,2,1,0,No cambiar,0
44802,3,0,2,1,No cambiar,0
44803,3,2,1,0,No cambiar,0
44804,3,2,2,0,No cambiar,1
44805,3,1,2,0,No cambiar,0
44806,3,0,1,2,No cambiar,0
44807,3,1,1,2,No cambiar,1
44808,3,0,0,2,No cambiar,1
44809,3,0,2,1,No cambiar,0
44810,3,0,1,2,No cambiar,0
44811,3,0,1,2,No cambiar,0
44812,3,1,1,2,No cambiar,1
44813,3,1,2,0,No cambiar,0
44814,3,2,1,0,No cambiar,0
44815,3,1,2,0,No cambiar,0
44816,3,1,2,0,No cambiar,0
44817,3,1,1,0,No cambiar,1
44818,3,2,0,1,No cambiar,0
44819,3,1,1,0,No cambiar,1
44820,3,2,2,1,No cambiar,1
44821,3,1,0,2,No cambiar,0
44822,3,1,2,0,No cambiar,0
44823,3,1,2,0,No cambiar,0
44824,3,2,2,1,No cambiar,1
44825,3,2,1,0,No cambiar,0
44826,3,1,1,0,No cambiar,1
44827,3,0,2,1,No cambiar,0
44828,3,2,1,0,No cambiar,0
44829,3,0,1,2,No cambiar,0
44830,3,1,2,0,No cambiar,0
44831,3,1,1,0,No cambiar,1
44832,3,0,2,1,No cambiar,0
44833,3,0,1,2,No cambiar,0
44834,3,1,2,0,No cambiar,0
44835,3,2,2,1,No cambiar,1
44836,3,2,2,0,No cambiar,1
44837,3,0,1,2,No cambiar,0
44838,3,0,0,1,No cambiar,1
44839,3,0,0,2,No cambiar,1
44840,3,0,1,2,No cambiar,0
44841,3,0,1,2,No cambiar,0
44842,3,1,0,2,No cambiar,0
44843,3,1,1,2,No cambiar,1
44844,3,1,0,2,No cambiar,0
44845,3,0,1,2,No cambiar,0
44846,3,1,1,0,No cambiar,1
44847,3,1,2,0,No cambiar,0
44848,3,1,1,0,No cambiar,1
44849,3,1,1,0,No cambiar,1
44850,3,2,2,1,No cambiar,1
44851,3,2,2,1,No cambiar,1
44852,3,1,1,2,No cambiar,1
44853,3,2,2,0,No cambiar,1
44854,3,2,0,1,No cambiar,0
44855,3,0,2,1,No cambiar,0
44856,3,0,0,2,No cambiar,1
44857,3,0,2,1,No cambiar,0
44858,3,1,0,2,No cambiar,0
44859,3,2,2,1,No cambiar,1
44860,3,0,2,1,No cambiar,0
44861,3,2,2,0,No cambiar,1
44862,3,1,0,2,No cambiar,0
44863,3,1,0,2,No cambiar,0
44864,3,0,1,2,No cambiar,0
44865,3,1,2,0,No cambiar,0
44866,3,0,1,2,No cambiar,0
44867,3,2,2,1,No cambiar,1
44868,3,0,1,2,No cambiar,0
44869,3,1,0,2,No cambiar,0
44870,3,2,2,1,No cambiar,1
44871,3,0,1,2,No cambiar,0
44872,3,2,0,1,No cambiar,0
44873,3,2,2,0,No cambiar,1
44874,3,2,0,1,No cambiar,0
44875,3,0,2,1,No cambiar,0
44876,3,2,1,0,No cambiar,0
